date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Middlesbrough,48,29692,Conor Coady,3-4-3,Darren Bond,Match Report,,10,2,,,0,0,2017,Wolverhampton Wanderers
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,2,0,Derby County,48,27757,Conor Coady,3-4-3,Lee Probert,Match Report,,13,3,,,0,0,2017,Wolverhampton Wanderers
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,W,3,2,Hull City,58,17145,Conor Coady,3-4-3,Jeremy Simpson,Match Report,,8,4,,,0,0,2017,Wolverhampton Wanderers
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,L,1,2,Cardiff City,64,27068,Conor Coady,3-4-3,Scott Duncan,Match Report,,12,3,,,0,0,2017,Wolverhampton Wanderers
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,D,0,0,Brentford,47,10351,Conor Coady,3-4-3,Tim Robinson,Match Report,,15,4,,,0,0,2017,Wolverhampton Wanderers
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,W,1,0,Millwall,68,24426,Danny Batth,3-4-3,Robert Madley,Match Report,,19,7,,,0,0,2017,Wolverhampton Wanderers
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,D,3,3,Bristol City,54,23045,Danny Batth,3-4-3,Steve Martin,Match Report,,21,7,,,0,0,2017,Wolverhampton Wanderers
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,W,2,1,Nott'ham Forest,44,25756,Danny Batth,3-4-3,Geoff Eltringham,Match Report,,11,7,,,0,0,2017,Wolverhampton Wanderers
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,W,2,1,Barnsley,50,28154,Danny Batth,3-4-3,Jeremy Simpson,Match Report,,14,4,,,0,0,2017,Wolverhampton Wanderers
2017-09-27,19:45,Championship,Matchweek 10,Wed,Away,L,0,2,Sheffield Utd,45,25893,Danny Batth,3-4-3,Peter Bankes,Match Report,,7,2,,,0,1,2017,Wolverhampton Wanderers
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,W,4,0,Burton Albion,53,5080,Danny Batth,3-4-3,Tony Harrington,Match Report,,14,6,,,0,0,2017,Wolverhampton Wanderers
2017-10-14,17:30,Championship,Matchweek 12,Sat,Home,W,2,0,Aston Villa,56,30239,Danny Batth,3-4-3,Andrew Davies,Match Report,,20,6,,,0,0,2017,Wolverhampton Wanderers
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,W,3,2,Preston,44,27352,Danny Batth,3-4-3,Steve Martin,Match Report,,11,6,,,1,1,2017,Wolverhampton Wanderers
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,L,1,2,QPR,52,16004,Danny Batth,3-4-3,Tony Harrington,Match Report,,8,2,,,0,0,2017,Wolverhampton Wanderers
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,W,2,0,Norwich City,47,26554,Conor Coady,3-4-3,Darren England,Match Report,,14,4,,,0,0,2017,Wolverhampton Wanderers
2017-11-03,19:45,Championship,Matchweek 16,Fri,Home,W,2,0,Fulham,46,24388,Conor Coady,3-4-3,David Coote,Match Report,,15,5,,,0,0,2017,Wolverhampton Wanderers
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,W,2,0,Reading,39,20708,Conor Coady,3-4-3,Roger East,Match Report,,10,4,,,0,0,2017,Wolverhampton Wanderers
2017-11-22,19:45,Championship,Matchweek 18,Wed,Home,W,4,1,Leeds United,54,28914,Conor Coady,3-4-3,Geoff Eltringham,Match Report,,12,7,,,1,1,2017,Wolverhampton Wanderers
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,W,5,1,Bolton,62,27894,Conor Coady,3-4-3,Keith Stroud,Match Report,,15,8,,,1,1,2017,Wolverhampton Wanderers
2017-12-04,19:45,Championship,Matchweek 20,Mon,Away,W,1,0,Birmingham City,56,19641,Conor Coady,3-4-3,Simon Hooper,Match Report,,9,5,,,0,0,2017,Wolverhampton Wanderers
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,D,0,0,Sunderland,72,28488,Conor Coady,3-4-3,Jeremy Simpson,Match Report,,23,4,,,0,0,2017,Wolverhampton Wanderers
2017-12-15,19:45,Championship,Matchweek 22,Fri,Away,W,1,0,Sheffield Weds,49,23809,Conor Coady,3-4-3,Darren Bond,Match Report,,9,1,,,0,0,2017,Wolverhampton Wanderers
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,W,1,0,Ipswich Town,64,30218,Conor Coady,3-4-3,David Coote,Match Report,,17,5,,,0,0,2017,Wolverhampton Wanderers
2017-12-26,13:00,Championship,Matchweek 24,Tue,Away,D,2,2,Millwall,63,13121,Conor Coady,3-4-3,Tim Robinson,Match Report,,20,8,,,0,0,2017,Wolverhampton Wanderers
2017-12-30,17:30,Championship,Matchweek 25,Sat,Away,W,2,1,Bristol City,39,25540,Danny Batth,3-4-3,Peter Bankes,Match Report,,10,3,,,0,0,2017,Wolverhampton Wanderers
2018-01-02,19:45,Championship,Matchweek 26,Tue,Home,W,3,0,Brentford,47,28475,Conor Coady,3-4-3,Andy Madley,Match Report,,17,10,,,0,0,2017,Wolverhampton Wanderers
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,D,0,0,Barnsley,59,16050,Conor Coady,3-4-3,Keith Stroud,Match Report,,13,0,,,0,0,2017,Wolverhampton Wanderers
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,L,0,2,Nott'ham Forest,63,29050,Conor Coady,3-4-3,Robert Madley,Match Report,,6,1,,,0,0,2017,Wolverhampton Wanderers
2018-01-27,15:00,Championship,Matchweek 29,Sat,Away,W,1,0,Ipswich Town,44,15971,Conor Coady,3-4-3,Simon Hooper,Match Report,,15,10,,,0,0,2017,Wolverhampton Wanderers
2018-02-03,17:30,Championship,Matchweek 30,Sat,Home,W,3,0,Sheffield Utd,53,29311,Conor Coady,3-4-3,Darren Bond,Match Report,,13,3,,,0,0,2017,Wolverhampton Wanderers
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,W,2,1,QPR,53,30168,Conor Coady,3-4-3,Geoff Eltringham,Match Report,,12,2,,,0,0,2017,Wolverhampton Wanderers
2018-02-17,15:00,Championship,Matchweek 32,Sat,Away,D,1,1,Preston,61,18570,Conor Coady,3-4-3,Robert Jones,Match Report,,13,4,,,0,0,2017,Wolverhampton Wanderers
2018-02-21,19:45,Championship,Matchweek 33,Wed,Home,D,2,2,Norwich City,44,29100,Conor Coady,3-4-3,James Linington,Match Report,,10,3,,,0,0,2017,Wolverhampton Wanderers
2018-02-24,17:30,Championship,Matchweek 34,Sat,Away,L,0,2,Fulham,47,23510,Conor Coady,3-4-3,Peter Bankes,Match Report,,12,2,,,0,0,2017,Wolverhampton Wanderers
2018-03-07,19:45,Championship,Matchweek 36,Wed,Away,W,3,0,Leeds United,54,26434,Danny Batth,3-4-3,Tim Robinson,Match Report,,18,7,,,0,0,2017,Wolverhampton Wanderers
2018-03-10,17:30,Championship,Matchweek 37,Sat,Away,L,1,4,Aston Villa,60,37836,Danny Batth,3-4-3,David Coote,Match Report,,9,4,,,0,0,2017,Wolverhampton Wanderers
2018-03-13,19:45,Championship,Matchweek 35,Tue,Home,W,3,0,Reading,57,27341,Conor Coady,3-4-3,Robert Jones,Match Report,,14,8,,,0,0,2017,Wolverhampton Wanderers
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,W,3,1,Burton Albion,71,29977,Conor Coady,3-4-3,Geoff Eltringham,Match Report,,15,5,,,0,0,2017,Wolverhampton Wanderers
2018-03-30,17:30,Championship,Matchweek 39,Fri,Away,W,2,1,Middlesbrough,45,27658,Conor Coady,3-4-3,Stuart Attwell,Match Report,,7,6,,,0,0,2017,Wolverhampton Wanderers
2018-04-03,19:45,Championship,Matchweek 40,Tue,Home,D,2,2,Hull City,59,29718,Conor Coady,3-4-3,Darren England,Match Report,,14,6,,,1,1,2017,Wolverhampton Wanderers
2018-04-06,19:45,Championship,Matchweek 41,Fri,Away,W,1,0,Cardiff City,61,29317,Conor Coady,3-4-1-2,Mike Dean,Match Report,,13,6,,,0,0,2017,Wolverhampton Wanderers
2018-04-11,19:45,Championship,Matchweek 42,Wed,Home,W,2,0,Derby County,57,28503,Conor Coady,3-4-3,Tim Robinson,Match Report,,12,5,,,0,0,2017,Wolverhampton Wanderers
2018-04-15,12:00,Championship,Matchweek 43,Sun,Home,W,2,0,Birmingham City,77,29536,Conor Coady,3-4-3,Andrew Davies,Match Report,,13,6,,,0,0,2017,Wolverhampton Wanderers
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,W,4,0,Bolton,62,19092,Danny Batth,3-4-3,Keith Stroud,Match Report,,21,9,,,1,1,2017,Wolverhampton Wanderers
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,D,0,0,Sheffield Weds,48,29794,Danny Batth,3-4-3,Simon Hooper,Match Report,,16,4,,,0,0,2017,Wolverhampton Wanderers
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,0,3,Sunderland,59,28452,Danny Batth,3-4-3,Jeremy Simpson,Match Report,,7,1,,,0,0,2017,Wolverhampton Wanderers
2017-08-05,15:00,Championship,Matchweek 1,Sat,Away,W,1,0,Burton Albion,47,5050,Sean Morrison,3-4-1-2,Geoff Eltringham,Match Report,,16,6,,,0,0,2017,Cardiff City
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,W,3,0,Aston Villa,35,23899,Sean Morrison,4-3-3,Tim Robinson,Match Report,,15,12,,,0,0,2017,Cardiff City
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,W,2,0,Sheffield Utd,40,17844,Sean Morrison,4-2-3-1,Lee Mason,Match Report,,19,6,,,0,0,2017,Cardiff City
2017-08-19,15:00,Championship,Matchweek 4,Sat,Away,W,2,1,Wolves,36,27068,Sean Morrison,4-2-3-1,Scott Duncan,Match Report,,17,5,,,0,0,2017,Cardiff City
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,W,2,1,QPR,51,18520,Sean Morrison,4-2-3-1,Simon Hooper,Match Report,,17,8,,,0,0,2017,Cardiff City
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,D,1,1,Fulham,36,20984,Sean Morrison,4-2-3-1,Tony Harrington,Match Report,,11,3,,,0,0,2017,Cardiff City
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,L,0,3,Preston,46,10796,Sean Morrison,4-2-3-1,Oliver Langford,Match Report,,10,1,,,0,0,2017,Cardiff City
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,D,1,1,Sheffield Weds,40,19137,Sean Morrison,4-2-3-1,Lee Probert,Match Report,,16,8,,,0,0,2017,Cardiff City
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,W,2,1,Sunderland,48,25733,Sean Morrison,4-3-3,Peter Bankes,Match Report,,20,7,,,1,1,2017,Cardiff City
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,W,3,1,Leeds United,41,27160,Sean Morrison,4-1-4-1,Kevin Friend,Match Report,,16,6,,,0,0,2017,Cardiff City
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,D,0,0,Derby County,45,18480,Sean Morrison,4-1-4-1,James Linington,Match Report,,14,2,,,0,0,2017,Cardiff City
2017-10-13,19:45,Championship,Matchweek 12,Fri,Away,L,0,1,Birmingham City,50,19059,Sean Morrison,4-1-4-1,Geoff Eltringham,Match Report,,7,0,,,0,0,2017,Cardiff City
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,W,1,0,Middlesbrough,41,24806,Sean Morrison,3-4-3,Andy Madley,Match Report,,8,3,,,1,1,2017,Cardiff City
2017-10-28,15:00,Championship,Matchweek 14,Sat,Home,D,0,0,Millwall,57,18496,Sean Morrison,3-4-3,Steve Martin,Match Report,,13,4,,,0,0,2017,Cardiff City
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,W,3,1,Ipswich Town,42,15951,Sean Morrison,4-1-4-1,Oliver Langford,Match Report,,18,8,,,0,0,2017,Cardiff City
2017-11-04,12:00,Championship,Matchweek 16,Sat,Away,L,1,2,Bristol City,41,21692,Sean Morrison,3-4-3,Mike Jones,Match Report,,15,3,,,0,0,2017,Cardiff City
2017-11-18,15:00,Championship,Matchweek 17,Sat,Home,W,2,0,Brentford,30,16335,Sean Morrison,4-3-3,Andy Madley,Match Report,,13,7,,,0,0,2017,Cardiff City
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,W,1,0,Barnsley,44,11051,Sean Morrison,4-4-1-1,David Coote,Match Report,,9,4,,,0,0,2017,Cardiff City
2017-11-26,13:00,Championship,Matchweek 19,Sun,Away,W,2,0,Nott'ham Forest,32,25210,Sean Morrison,4-5-1,Peter Bankes,Match Report,,9,2,,,0,0,2017,Cardiff City
2017-12-01,19:45,Championship,Matchweek 20,Fri,Home,W,3,1,Norwich City,37,17033,Sean Morrison,4-3-3,Andrew Davies,Match Report,,11,6,,,1,2,2017,Cardiff City
2017-12-11,20:00,Championship,Matchweek 21,Mon,Away,D,2,2,Reading,48,16670,Sean Morrison,3-4-3,Steve Martin,Match Report,,15,8,,,0,0,2017,Cardiff City
2017-12-16,17:30,Championship,Matchweek 22,Sat,Home,W,1,0,Hull City,52,18049,Sol Bamba,4-3-3,Scott Duncan,Match Report,,12,4,,,0,0,2017,Cardiff City
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,L,0,2,Bolton,51,15344,Sol Bamba,4-1-4-1,Darren Bond,Match Report,,7,0,,,0,0,2017,Cardiff City
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,L,2,4,Fulham,47,21662,Sol Bamba,4-3-3,Simon Hooper,Match Report,,15,6,,,0,0,2017,Cardiff City
2017-12-29,19:45,Championship,Matchweek 25,Fri,Home,L,0,1,Preston,41,17751,Sol Bamba,4-3-3,James Linington,Match Report,,11,3,,,0,0,2017,Cardiff City
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,L,1,2,QPR,46,13801,Sol Bamba,3-4-1-2,Tim Robinson,Match Report,,13,4,,,1,1,2017,Cardiff City
2018-01-13,12:30,Championship,Matchweek 27,Sat,Home,W,4,0,Sunderland,47,17703,Sean Morrison,4-4-1-1,Andy Madley,Match Report,,21,9,,,0,0,2017,Cardiff City
2018-01-20,17:30,Championship,Matchweek 28,Sat,Away,D,0,0,Sheffield Weds,50,23277,Sean Morrison,3-4-3,Roger East,Match Report,,15,4,,,0,0,2017,Cardiff City
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,W,4,1,Leeds United,38,30534,Sean Morrison,3-4-3,Graham Scott,Match Report,,11,5,,,0,0,2017,Cardiff City
2018-02-09,19:45,Championship,Matchweek 31,Fri,Away,D,1,1,Millwall,44,13204,Sean Morrison,4-3-3,Keith Stroud,Match Report,,15,3,,,0,0,2017,Cardiff City
2018-02-13,19:45,Championship,Matchweek 29,Tue,Home,W,2,0,Bolton,50,16013,Sean Morrison,4-3-3,Tim Robinson,Match Report,,24,11,,,0,0,2017,Cardiff City
2018-02-17,15:00,Championship,Matchweek 32,Sat,Home,W,1,0,Middlesbrough,50,18720,Sean Morrison,4-3-3,Darren Bond,Match Report,,18,4,,,0,0,2017,Cardiff City
2018-02-21,19:45,Championship,Matchweek 33,Wed,Away,W,1,0,Ipswich Town,43,13205,Sean Morrison,4-3-3,Andrew Davies,Match Report,,14,1,,,0,0,2017,Cardiff City
2018-02-25,12:00,Championship,Matchweek 34,Sun,Home,W,1,0,Bristol City,48,21018,Sol Bamba,4-3-3,Paul Tierney,Match Report,,12,4,,,0,0,2017,Cardiff City
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,W,2,1,Barnsley,39,16176,Sol Bamba,4-3-3,Robert Jones,Match Report,,11,4,,,0,0,2017,Cardiff City
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,W,3,2,Birmingham City,42,19634,Sol Bamba,4-3-3,Peter Bankes,Match Report,,15,7,,,0,0,2017,Cardiff City
2018-03-13,19:45,Championship,Matchweek 35,Tue,Away,W,3,1,Brentford,33,8549,Sean Morrison,4-2-3-1,James Linington,Match Report,,14,9,,,0,0,2017,Cardiff City
2018-03-30,15:00,Championship,Matchweek 39,Fri,Home,W,3,1,Burton Albion,43,21086,Sean Morrison,4-3-3,Simon Hooper,Match Report,,17,8,,,0,0,2017,Cardiff City
2018-04-02,19:45,Championship,Matchweek 40,Mon,Away,D,1,1,Sheffield Utd,42,25231,Sean Morrison,4-2-3-1,Michael Oliver,Match Report,,13,3,,,0,0,2017,Cardiff City
2018-04-06,19:45,Championship,Matchweek 41,Fri,Home,L,0,1,Wolves,39,29317,Sean Morrison,5-3-2,Mike Dean,Match Report,,16,3,,,0,1,2017,Cardiff City
2018-04-10,19:45,Championship,Matchweek 42,Tue,Away,L,0,1,Aston Villa,40,32560,Sean Morrison,4-3-3,Jeremy Simpson,Match Report,,11,4,,,0,0,2017,Cardiff City
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,W,2,0,Norwich City,34,25503,Sean Morrison,4-2-3-1,Tim Robinson,Match Report,,15,6,,,0,0,2017,Cardiff City
2018-04-21,19:45,Championship,Matchweek 44,Sat,Home,W,2,1,Nott'ham Forest,43,21310,Sean Morrison,4-3-3,Peter Bankes,Match Report,,14,5,,,0,0,2017,Cardiff City
2018-04-24,19:45,Championship,Matchweek 38,Tue,Away,L,1,3,Derby County,45,30294,Sean Morrison,4-4-1-1,Andy Madley,Match Report,,12,2,,,0,0,2017,Cardiff City
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,W,2,0,Hull City,33,17441,Sean Morrison,4-3-3,Andrew Davies,Match Report,,12,6,,,0,0,2017,Cardiff City
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,D,0,0,Reading,54,32478,Sean Morrison,4-3-3,Robert Madley,Match Report,,15,3,,,0,0,2017,Cardiff City
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,D,1,1,Norwich City,49,20134,Tom Cairney,4-3-3,James Linington,Match Report,,16,3,,,0,0,2017,Fulham
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,D,1,1,Reading,29,17398,Sone Aluko,4-3-3,Simon Hooper,Match Report,,6,3,,,0,0,2017,Fulham
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,D,0,0,Leeds United,56,28918,Sone Aluko,4-3-3,Darren Bond,Match Report,,15,1,,,0,0,2017,Fulham
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,L,0,1,Sheffield Weds,55,20165,Tom Cairney,4-3-3,Stuart Attwell,Match Report,,8,2,,,0,0,2017,Fulham
2017-08-26,15:00,Championship,Matchweek 5,Sat,Away,W,2,0,Ipswich Town,69,16844,Tom Cairney,4-1-4-1,Paul Tierney,Match Report,,18,7,,,0,0,2017,Fulham
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,D,1,1,Cardiff City,64,20984,Kevin McDonald,4-2-3-1,Tony Harrington,Match Report,,12,4,,,0,0,2017,Fulham
2017-09-13,19:45,Championship,Matchweek 7,Wed,Home,W,2,1,Hull City,57,15792,Kevin McDonald,4-3-3,Tim Robinson,Match Report,,16,4,,,0,0,2017,Fulham
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,L,1,2,Burton Albion,70,4049,Kevin McDonald,4-3-3,Steve Martin,Match Report,,15,2,,,0,0,2017,Fulham
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,D,1,1,Middlesbrough,62,20718,Kevin McDonald,4-2-3-1,Oliver Langford,Match Report,,11,4,,,0,0,2017,Fulham
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,W,3,1,Nott'ham Forest,46,21208,Kevin McDonald,4-2-3-1,Scott Duncan,Match Report,,16,8,,,0,0,2017,Fulham
2017-09-29,19:45,Championship,Matchweek 11,Fri,Away,W,2,1,QPR,51,16415,Kevin McDonald,4-3-3,Peter Bankes,Match Report,,12,2,,,0,1,2017,Fulham
2017-10-14,15:00,Championship,Matchweek 12,Sat,Home,D,2,2,Preston,71,18435,Kevin McDonald,4-3-3,Darren England,Match Report,,17,6,,,1,1,2017,Fulham
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,L,1,2,Aston Villa,68,30724,Kevin McDonald,4-3-3,Mike Jones,Match Report,,9,2,,,0,0,2017,Fulham
2017-10-28,15:00,Championship,Matchweek 14,Sat,Home,D,1,1,Bolton,77,18792,Tom Cairney,4-3-3,Geoff Eltringham,Match Report,,19,5,,,0,0,2017,Fulham
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,L,0,2,Bristol City,58,17634,Tom Cairney,3-5-2,Scott Duncan,Match Report,,21,2,,,0,0,2017,Fulham
2017-11-03,19:45,Championship,Matchweek 16,Fri,Away,L,0,2,Wolves,54,24388,Kevin McDonald,4-3-3,David Coote,Match Report,,10,2,,,0,0,2017,Fulham
2017-11-18,17:30,Championship,Matchweek 17,Sat,Home,D,1,1,Derby County,57,18192,Tom Cairney,4-3-3,Darren Bond,Match Report,,12,2,,,0,0,2017,Fulham
2017-11-21,19:45,Championship,Matchweek 18,Tue,Away,W,5,4,Sheffield Utd,45,25445,Tom Cairney,4-2-3-1,James Linington,Match Report,,9,7,,,0,0,2017,Fulham
2017-11-25,15:00,Championship,Matchweek 19,Sat,Home,W,1,0,Millwall,64,17984,Tom Cairney,4-3-3,Paul Tierney,Match Report,,16,5,,,1,1,2017,Fulham
2017-12-02,15:00,Championship,Matchweek 20,Sat,Away,L,1,3,Brentford,49,11090,Tom Cairney,4-3-3,Robert Madley,Match Report,,11,6,,,0,0,2017,Fulham
2017-12-09,15:00,Championship,Matchweek 21,Sat,Home,W,1,0,Birmingham City,68,19644,Tom Cairney,4-3-3,Tony Harrington,Match Report,,17,4,,,0,0,2017,Fulham
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,0,1,Sunderland,66,25904,Tom Cairney,4-3-3,Steve Martin,Match Report,,11,3,,,0,0,2017,Fulham
2017-12-23,15:00,Championship,Matchweek 23,Sat,Home,W,2,1,Barnsley,61,17308,Tom Cairney,4-3-3,James Linington,Match Report,,19,6,,,0,0,2017,Fulham
2017-12-26,15:00,Championship,Matchweek 24,Tue,Away,W,4,2,Cardiff City,53,21662,Tom Cairney,4-3-3,Simon Hooper,Match Report,,9,6,,,0,0,2017,Fulham
2017-12-30,15:00,Championship,Matchweek 25,Sat,Away,D,2,2,Hull City,60,15701,Tom Cairney,4-3-3,David Webb,Match Report,,12,3,,,1,1,2017,Fulham
2018-01-02,19:45,Championship,Matchweek 26,Tue,Home,W,4,1,Ipswich Town,76,17415,Tom Cairney,4-3-3,Keith Stroud,Match Report,,25,8,,,0,0,2017,Fulham
2018-01-13,15:00,Championship,Matchweek 27,Sat,Away,W,1,0,Middlesbrough,63,23850,Kevin McDonald,4-3-3,Geoff Eltringham,Match Report,,12,2,,,1,1,2017,Fulham
2018-01-20,15:00,Championship,Matchweek 28,Sat,Home,W,6,0,Burton Albion,68,19003,Kevin McDonald,4-3-3,Tim Robinson,Match Report,,21,10,,,0,0,2017,Fulham
2018-01-27,15:00,Championship,Matchweek 29,Sat,Away,W,3,1,Barnsley,48,12147,Kevin McDonald,4-2-3-1,Andrew Davies,Match Report,,12,5,,,0,0,2017,Fulham
2018-02-03,15:00,Championship,Matchweek 30,Sat,Home,W,2,0,Nott'ham Forest,64,22076,Kevin McDonald,4-2-3-1,Tim Robinson,Match Report,,14,5,,,0,0,2017,Fulham
2018-02-10,15:00,Championship,Matchweek 31,Sat,Away,D,1,1,Bolton,68,14386,Kevin McDonald,4-2-3-1,Robert Jones,Match Report,,12,4,,,0,0,2017,Fulham
2018-02-17,15:00,Championship,Matchweek 32,Sat,Home,W,2,0,Aston Villa,63,24547,Tom Cairney,4-3-3,Tony Harrington,Match Report,,14,7,,,0,0,2017,Fulham
2018-02-21,19:45,Championship,Matchweek 33,Wed,Away,D,1,1,Bristol City,59,21236,Tom Cairney,4-3-3,Jeremy Simpson,Match Report,,8,4,,,0,0,2017,Fulham
2018-02-24,17:30,Championship,Matchweek 34,Sat,Home,W,2,0,Wolves,53,23510,Tom Cairney,4-3-3,Peter Bankes,Match Report,,14,6,,,0,0,2017,Fulham
2018-03-03,15:00,Championship,Matchweek 35,Sat,Away,W,2,1,Derby County,58,27138,Tom Cairney,4-3-3,Lee Mason,Match Report,,12,4,,,0,0,2017,Fulham
2018-03-06,19:45,Championship,Matchweek 36,Tue,Home,W,3,0,Sheffield Utd,64,18400,Tom Cairney,4-3-3,Keith Stroud,Match Report,,17,7,,,0,0,2017,Fulham
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,W,2,1,Preston,52,12970,Tom Cairney,4-3-3,Simon Hooper,Match Report,,9,5,,,0,0,2017,Fulham
2018-03-17,12:30,Championship,Matchweek 38,Sat,Home,D,2,2,QPR,66,23347,Tom Cairney,4-3-3,Chris Kavanagh,Match Report,,11,5,,,0,0,2017,Fulham
2018-03-30,15:00,Championship,Matchweek 39,Fri,Away,W,2,0,Norwich City,54,26750,Tom Cairney,4-3-3,Keith Stroud,Match Report,,10,5,,,0,0,2017,Fulham
2018-04-03,19:45,Championship,Matchweek 40,Tue,Home,W,2,0,Leeds United,60,21538,Tom Cairney,4-3-3,Peter Bankes,Match Report,,17,4,,,0,0,2017,Fulham
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,W,1,0,Sheffield Weds,66,25653,Tom Cairney,4-2-3-1,Steve Martin,Match Report,,22,8,,,0,0,2017,Fulham
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,1,0,Reading,65,19272,Tom Cairney,4-3-3,Lee Mason,Match Report,,14,5,,,0,0,2017,Fulham
2018-04-14,17:30,Championship,Matchweek 43,Sat,Home,D,1,1,Brentford,56,20877,Tom Cairney,4-3-3,Niel Swarbrick,Match Report,,12,2,,,0,0,2017,Fulham
2018-04-20,19:45,Championship,Matchweek 44,Fri,Away,W,3,0,Millwall,67,17614,Tom Cairney,4-3-3,Andre Marriner,Match Report,,17,5,,,0,0,2017,Fulham
2018-04-27,19:45,Championship,Matchweek 45,Fri,Home,W,2,1,Sunderland,61,21849,Tom Cairney,4-3-3,Peter Bankes,Match Report,,14,5,,,0,0,2017,Fulham
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,L,1,3,Birmingham City,72,27608,Tom Cairney,4-3-3,Stuart Attwell,Match Report,,13,5,,,0,0,2017,Fulham
2018-05-11,19:45,Championship,Semi-finals,Fri,Away,L,0,1,Derby County,74,27163,Tom Cairney,4-3-3,Roger East,Match Report,Leg 1 of 2,13,2,,,0,0,2017,Fulham
2018-05-14,19:45,Championship,Semi-finals,Mon,Home,W,2,0,Derby County,64,23529,Tom Cairney,4-3-3,Chris Kavanagh,Match Report,Leg 2 of 2; Fulham won,20,10,,,0,0,2017,Fulham
2018-05-26,17:00,Championship,Final,Sat,Neutral,W,1,0,Aston Villa,51,85243,Tom Cairney,4-3-3,Anthony Taylor,Match Report,,15,3,,,0,0,2017,Fulham
2017-08-05,17:30,Championship,Matchweek 1,Sat,Home,D,1,1,Hull City,51,31241,John Terry,4-4-1-1,Andy Madley,Match Report,,12,5,,,0,0,2017,Aston Villa
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,L,0,3,Cardiff City,65,23899,John Terry,4-4-1-1,Tim Robinson,Match Report,,10,1,,,0,0,2017,Aston Villa
2017-08-15,20:00,Championship,Matchweek 3,Tue,Away,L,1,2,Reading,33,20144,John Terry,4-4-1-1,Kevin Friend,Match Report,,10,3,,,0,0,2017,Aston Villa
