date,time,comp,round,day,venue,result,gf,ga,opponent,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2017-10-27,19:45,Championship,Matchweek 14,Fri,Away,W,2,1,Leeds United,49,34504,Billy Sharp,3-5-2,Scott Duncan,Match Report,,12,6,,,0,0,2017,Sheffield United
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,L,0,1,QPR,61,13604,Paul Coutts,3-5-2,Keith Stroud,Match Report,,5,1,,,0,0,2017,Sheffield United
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,W,4,1,Hull City,59,27466,Billy Sharp,3-5-2,Darren Bond,Match Report,,16,6,,,0,0,2017,Sheffield United
2017-11-17,19:45,Championship,Matchweek 17,Fri,Away,W,3,1,Burton Albion,54,5167,Billy Sharp,3-5-2,Oliver Langford,Match Report,,14,5,,,1,1,2017,Sheffield United
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,L,4,5,Fulham,55,25445,Billy Sharp,3-5-2,James Linington,Match Report,,11,7,,,0,0,2017,Sheffield United
2017-11-25,17:30,Championship,Matchweek 19,Sat,Home,D,1,1,Birmingham City,69,27427,Billy Sharp,3-5-2,Jeremy Simpson,Match Report,,12,2,,,0,0,2017,Sheffield United
2017-12-02,15:00,Championship,Matchweek 20,Sat,Away,L,1,3,Millwall,63,12669,Leon Clarke,3-5-1-1,Andy Madley,Match Report,,10,2,,,0,0,2017,Sheffield United
2017-12-08,19:45,Championship,Matchweek 21,Fri,Home,L,1,2,Bristol City,46,24409,Billy Sharp,3-5-2,David Coote,Match Report,,15,6,,,0,0,2017,Sheffield United
2017-12-16,15:00,Championship,Matchweek 22,Sat,Away,L,0,1,Preston,53,15202,Billy Sharp,3-5-2,Tim Robinson,Match Report,,7,1,,,0,0,2017,Sheffield United
2017-12-23,17:30,Championship,Matchweek 23,Sat,Away,D,2,2,Aston Villa,39,35210,Leon Clarke,3-4-1-2,Simon Hooper,Match Report,,10,4,,,0,0,2017,Sheffield United
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,W,3,0,Sunderland,53,30668,Leon Clarke,3-4-1-2,Peter Bankes,Match Report,,10,4,,,0,0,2017,Sheffield United
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,L,0,1,Bolton,65,28387,Billy Sharp,3-5-2,Steve Martin,Match Report,,16,5,,,0,0,2017,Sheffield United
2018-01-01,15:00,Championship,Matchweek 26,Mon,Away,D,1,1,Derby County,58,30003,Leon Clarke,3-4-1-2,Darren Bond,Match Report,,10,3,,,0,0,2017,Sheffield United
2018-01-12,19:45,Championship,Matchweek 27,Fri,Home,D,0,0,Sheffield Weds,64,31120,Leon Clarke,3-5-2,David Coote,Match Report,,12,2,,,0,0,2017,Sheffield United
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,W,2,1,Norwich City,40,26486,Leon Clarke,3-5-2,Tony Harrington,Match Report,,14,7,,,0,0,2017,Sheffield United
2018-01-30,19:45,Championship,Matchweek 29,Tue,Home,L,0,1,Aston Villa,53,26477,Leon Clarke,3-5-2,Jeremy Simpson,Match Report,,16,6,,,0,0,2017,Sheffield United
2018-02-03,17:30,Championship,Matchweek 30,Sat,Away,L,0,3,Wolves,47,29311,Leon Clarke,3-4-1-2,Darren Bond,Match Report,,6,1,,,0,0,2017,Sheffield United
2018-02-10,12:30,Championship,Matchweek 31,Sat,Home,W,2,1,Leeds United,46,27553,Billy Sharp,3-5-2,Andy Madley,Match Report,,9,3,,,1,1,2017,Sheffield United
2018-02-20,19:45,Championship,Matchweek 33,Tue,Home,W,2,1,QPR,50,25339,Billy Sharp,3-4-1-2,Oliver Langford,Match Report,,14,4,,,0,0,2017,Sheffield United
2018-02-23,19:45,Championship,Matchweek 34,Fri,Away,L,0,1,Hull City,53,15213,Billy Sharp,3-5-2,Simon Hooper,Match Report,,9,3,,,0,0,2017,Sheffield United
2018-02-27,20:00,Championship,Matchweek 32,Tue,Away,W,3,1,Reading,41,6769,Billy Sharp,3-5-2,Andrew Davies,Match Report,,16,6,,,0,0,2017,Sheffield United
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,L,0,3,Fulham,36,18400,Billy Sharp,3-5-2,Keith Stroud,Match Report,,7,2,,,0,0,2017,Sheffield United
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,D,0,0,Ipswich Town,54,15152,Billy Sharp,3-5-2,John Brooks,Match Report,,10,3,,,0,0,2017,Sheffield United
2018-03-13,19:45,Championship,Matchweek 35,Tue,Home,W,2,0,Burton Albion,52,24832,Billy Sharp,3-5-2,Scott Duncan,Match Report,,12,4,,,0,0,2017,Sheffield United
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,D,0,0,Nott'ham Forest,49,28095,Billy Sharp,3-5-2,Paul Tierney,Match Report,,12,4,,,0,0,2017,Sheffield United
2018-03-30,15:00,Championship,Matchweek 39,Fri,Away,D,1,1,Brentford,44,11174,Billy Sharp,3-5-2,Jeremy Simpson,Match Report,,11,7,,,0,0,2017,Sheffield United
2018-04-02,19:45,Championship,Matchweek 40,Mon,Home,D,1,1,Cardiff City,58,25231,Leon Clarke,3-5-1-1,Michael Oliver,Match Report,,16,6,,,0,0,2017,Sheffield United
2018-04-07,12:15,Championship,Matchweek 41,Sat,Away,L,2,3,Barnsley,63,16041,Leon Clarke,3-5-1-1,Scott Duncan,Match Report,,19,5,,,0,0,2017,Sheffield United
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,2,1,Middlesbrough,66,26557,Leon Clarke,3-5-1-1,Darren Bond,Match Report,,11,3,,,0,0,2017,Sheffield United
2018-04-14,13:00,Championship,Matchweek 43,Sat,Home,D,1,1,Millwall,63,27454,Leon Clarke,3-5-1-1,David Coote,Match Report,,17,8,,,0,0,2017,Sheffield United
2018-04-21,15:00,Championship,Matchweek 44,Sat,Away,L,1,2,Birmingham City,58,23579,Richard Stearman,3-5-1-1,Tim Robinson,Match Report,,7,3,,,0,0,2017,Sheffield United
2018-04-28,15:00,Championship,Matchweek 45,Sat,Home,L,0,1,Preston,58,28568,Billy Sharp,3-5-2,James Linington,Match Report,,17,4,,,0,0,2017,Sheffield United
2018-05-06,12:30,Championship,Matchweek 46,Sun,Away,W,3,2,Bristol City,56,23902,Billy Sharp,3-5-2,Peter Bankes,Match Report,,5,3,,,0,0,2017,Sheffield United
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,3,1,Barnsley,58,18742,Bailey Wright,4-4-2,Andrew Davies,Match Report,,20,11,,,0,0,2017,Bristol City
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,L,1,2,Birmingham City,61,21269,Bailey Wright,4-4-2,Darren Bond,Match Report,,25,3,,,0,0,2017,Bristol City
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,D,2,2,Brentford,36,9811,Bailey Wright,4-4-2,Peter Bankes,Match Report,,8,5,,,0,0,2017,Bristol City
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,D,0,0,Millwall,59,18230,Bailey Wright,4-4-2,Darren England,Match Report,,10,3,,,0,0,2017,Bristol City
2017-08-25,19:45,Championship,Matchweek 5,Fri,Home,D,1,1,Aston Villa,51,21542,Bailey Wright,4-4-2,Geoff Eltringham,Match Report,,12,6,,,0,0,2017,Bristol City
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,W,1,0,Reading,39,18650,Korey Smith,4-4-2,James Linington,Match Report,,7,2,,,0,0,2017,Bristol City
2017-09-12,19:45,Championship,Matchweek 7,Tue,Away,D,3,3,Wolves,46,23045,Bailey Wright,4-4-2,Steve Martin,Match Report,,12,4,,,1,1,2017,Bristol City
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,W,4,1,Derby County,54,19473,Bailey Wright,4-4-2,Martin Atkinson,Match Report,,25,9,,,1,1,2017,Bristol City
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,D,0,0,Norwich City,51,25715,Bailey Wright,4-4-2,Keith Stroud,Match Report,,10,3,,,0,0,2017,Bristol City
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,W,2,0,Bolton,69,17203,Bailey Wright,4-4-2,Tony Harrington,Match Report,,20,8,,,0,0,2017,Bristol City
2017-09-30,15:00,Championship,Matchweek 11,Sat,Away,W,3,1,Ipswich Town,47,15256,Bailey Wright,4-4-2,Simon Hooper,Match Report,,16,5,,,0,0,2017,Bristol City
2017-10-13,19:45,Championship,Matchweek 12,Fri,Home,D,0,0,Burton Albion,75,18212,Bailey Wright,4-4-2,James Linington,Match Report,,11,4,,,0,0,2017,Bristol City
2017-10-21,15:00,Championship,Matchweek 13,Sat,Home,L,0,3,Leeds United,59,24435,Bailey Wright,4-4-2,Oliver Langford,Match Report,,12,2,,,0,0,2017,Bristol City
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,2,1,Sunderland,47,27317,Bailey Wright,4-4-2,Darren Bond,Match Report,,13,4,,,0,0,2017,Bristol City
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,W,2,0,Fulham,42,17634,Bailey Wright,4-1-4-1,Scott Duncan,Match Report,,15,5,,,0,0,2017,Bristol City
2017-11-04,12:00,Championship,Matchweek 16,Sat,Home,W,2,1,Cardiff City,59,21692,Korey Smith,4-4-2,Mike Jones,Match Report,,14,6,,,0,0,2017,Bristol City
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,D,0,0,Sheffield Weds,49,25916,Korey Smith,4-2-3-1,Tony Harrington,Match Report,,10,2,,,0,0,2017,Bristol City
2017-11-21,19:45,Championship,Matchweek 18,Tue,Home,L,1,2,Preston,65,17355,Bailey Wright,4-4-2,Darren Bond,Match Report,,13,4,,,0,0,2017,Bristol City
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,W,3,2,Hull City,57,14762,Bailey Wright,4-4-2,Robert Jones,Match Report,,11,5,,,0,0,2017,Bristol City
2017-12-02,17:30,Championship,Matchweek 20,Sat,Home,W,2,1,Middlesbrough,49,18752,Bailey Wright,4-4-1-1,Steve Martin,Match Report,,15,7,,,0,0,2017,Bristol City
2017-12-08,19:45,Championship,Matchweek 21,Fri,Away,W,2,1,Sheffield Utd,54,24409,Bailey Wright,4-4-1-1,David Coote,Match Report,,13,4,,,0,0,2017,Bristol City
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,2,1,Nott'ham Forest,50,20128,Bailey Wright,4-4-1-1,James Linington,Match Report,,15,6,,,0,0,2017,Bristol City
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,QPR,44,13683,Bailey Wright,4-4-2,Andy Madley,Match Report,,17,6,,,1,1,2017,Bristol City
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,W,2,0,Reading,50,23116,Bailey Wright,4-4-2,Oliver Langford,Match Report,,9,6,,,0,0,2017,Bristol City
2017-12-30,17:30,Championship,Matchweek 25,Sat,Home,L,1,2,Wolves,61,25540,Bailey Wright,4-4-1-1,Peter Bankes,Match Report,,13,4,,,0,0,2017,Bristol City
2018-01-01,17:30,Championship,Matchweek 26,Mon,Away,L,0,5,Aston Villa,50,32604,Bailey Wright,4-4-1-1,Andrew Davies,Match Report,,5,1,,,0,0,2017,Bristol City
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,L,0,1,Norwich City,64,21282,Bailey Wright,4-2-3-1,Simon Hooper,Match Report,,14,6,,,0,0,2017,Bristol City
2018-01-19,19:45,Championship,Matchweek 28,Fri,Away,D,0,0,Derby County,56,26525,Aden Flint,4-4-1-1,Darren England,Match Report,,12,2,,,0,0,2017,Bristol City
2018-01-27,15:00,Championship,Matchweek 29,Sat,Home,W,2,0,QPR,54,21492,Bailey Wright,4-4-2,Keith Stroud,Match Report,,8,4,,,0,0,2017,Bristol City
2018-02-02,20:00,Championship,Matchweek 30,Fri,Away,L,0,1,Bolton,65,14172,Bailey Wright,4-4-2,Andy Madley,Match Report,,14,3,,,0,0,2017,Bristol City
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,D,3,3,Sunderland,54,22580,Bailey Wright,4-4-2,James Linington,Match Report,,13,4,,,0,0,2017,Bristol City
2018-02-18,16:30,Championship,Matchweek 32,Sun,Away,D,2,2,Leeds United,45,28004,Bailey Wright,4-4-1-1,Simon Hooper,Match Report,,12,5,,,0,0,2017,Bristol City
2018-02-21,19:45,Championship,Matchweek 33,Wed,Home,D,1,1,Fulham,41,21236,Bailey Wright,4-4-2,Jeremy Simpson,Match Report,,10,1,,,0,0,2017,Bristol City
2018-02-25,12:00,Championship,Matchweek 34,Sun,Away,L,0,1,Cardiff City,52,21018,Bailey Wright,4-4-2,Paul Tierney,Match Report,,4,1,,,0,0,2017,Bristol City
2018-03-03,15:00,Championship,Matchweek 35,Sat,Home,W,4,0,Sheffield Weds,59,22022,Korey Smith,4-4-2,Tony Harrington,Match Report,,9,6,,,1,1,2017,Bristol City
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,L,1,2,Preston,60,11264,Bailey Wright,4-4-2,Geoff Eltringham,Match Report,,9,4,,,0,0,2017,Bristol City
2018-03-10,15:00,Championship,Matchweek 37,Sat,Away,D,0,0,Burton Albion,56,4575,Bailey Wright,4-4-2,Oliver Langford,Match Report,,6,2,,,0,0,2017,Bristol City
2018-03-17,15:00,Championship,Matchweek 38,Sat,Home,W,1,0,Ipswich Town,53,21509,Bailey Wright,4-4-2,Darren England,Match Report,,9,5,,,0,0,2017,Bristol City
2018-03-30,15:00,Championship,Matchweek 39,Fri,Away,D,2,2,Barnsley,61,12236,Bailey Wright,4-4-2,David Webb,Match Report,,9,2,,,0,0,2017,Bristol City
2018-04-02,15:00,Championship,Matchweek 40,Mon,Home,L,0,1,Brentford,40,22049,Bailey Wright,4-4-2,Keith Stroud,Match Report,,2,0,,,0,0,2017,Bristol City
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,L,0,2,Millwall,64,16081,Korey Smith,4-1-4-1,Simon Hooper,Match Report,,11,0,,,0,0,2017,Bristol City
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,3,1,Birmingham City,51,20288,Korey Smith,4-4-2,Geoff Eltringham,Match Report,,10,4,,,0,0,2017,Bristol City
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,L,1,2,Middlesbrough,42,24812,Korey Smith,4-4-2,Andy Madley,Match Report,,10,3,,,0,0,2017,Bristol City
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,D,5,5,Hull City,50,21136,Korey Smith,4-4-2,Oliver Langford,Match Report,,20,6,,,0,0,2017,Bristol City
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,D,0,0,Nott'ham Forest,47,24722,Korey Smith,4-4-2,Jeremy Simpson,Match Report,,6,0,,,0,0,2017,Bristol City
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,L,2,3,Sheffield Utd,44,23902,Korey Smith,4-4-2,Peter Bankes,Match Report,,10,5,,,0,0,2017,Bristol City
2017-08-05,15:00,Championship,Matchweek 1,Sat,Home,W,1,0,Birmingham City,55,18153,Luke Chambers,5-3-2,Tim Robinson,Match Report,,12,2,,,0,0,2017,Ipswich Town
2017-08-12,15:00,Championship,Matchweek 2,Sat,Away,W,2,1,Barnsley,50,12009,Luke Chambers,3-5-2,Geoff Eltringham,Match Report,,9,2,,,0,0,2017,Ipswich Town
2017-08-15,19:45,Championship,Matchweek 3,Tue,Away,W,4,3,Millwall,44,11919,Luke Chambers,4-4-2,James Linington,Match Report,,8,4,,,0,0,2017,Ipswich Town
2017-08-19,15:00,Championship,Matchweek 4,Sat,Home,W,2,0,Brentford,35,15348,Cole Skuse,4-4-2,Oliver Langford,Match Report,,5,3,,,0,0,2017,Ipswich Town
2017-08-26,15:00,Championship,Matchweek 5,Sat,Home,L,0,2,Fulham,31,16844,Cole Skuse,4-4-2,Paul Tierney,Match Report,,6,2,,,0,0,2017,Ipswich Town
2017-09-09,15:00,Championship,Matchweek 6,Sat,Away,L,1,2,QPR,45,14060,Cole Skuse,4-4-2,Andrew Davies,Match Report,,12,2,,,0,0,2017,Ipswich Town
2017-09-16,15:00,Championship,Matchweek 8,Sat,Home,W,2,0,Bolton,53,14164,Luke Chambers,3-5-2,Andy Madley,Match Report,,13,5,,,0,0,2017,Ipswich Town
2017-09-23,15:00,Championship,Matchweek 9,Sat,Away,L,2,3,Leeds United,48,34002,Luke Chambers,4-4-2,Geoff Eltringham,Match Report,,14,3,,,0,0,2017,Ipswich Town
2017-09-26,19:45,Championship,Matchweek 10,Tue,Home,W,5,2,Sunderland,57,14907,Luke Chambers,4-2-3-1,Tim Robinson,Match Report,,19,11,,,0,0,2017,Ipswich Town
2017-09-30,15:00,Championship,Matchweek 11,Sat,Home,L,1,3,Bristol City,53,15256,Luke Chambers,4-2-3-1,Simon Hooper,Match Report,,9,3,,,0,0,2017,Ipswich Town
2017-10-14,15:00,Championship,Matchweek 12,Sat,Away,L,0,1,Sheffield Utd,48,25799,Luke Chambers,3-5-2,Tony Harrington,Match Report,,8,2,,,0,0,2017,Ipswich Town
2017-10-22,12:00,Championship,Matchweek 13,Sun,Home,L,0,1,Norwich City,53,24928,Luke Chambers,4-3-3,Tim Robinson,Match Report,,16,2,,,0,0,2017,Ipswich Town
2017-10-28,15:00,Championship,Matchweek 14,Sat,Away,W,2,1,Burton Albion,53,4110,Luke Chambers,4-2-3-1,Simon Hooper,Match Report,,9,5,,,0,0,2017,Ipswich Town
2017-10-31,19:45,Championship,Matchweek 15,Tue,Away,L,1,3,Cardiff City,58,15951,Luke Chambers,4-1-4-1,Oliver Langford,Match Report,,9,2,,,0,0,2017,Ipswich Town
2017-11-04,15:00,Championship,Matchweek 16,Sat,Home,W,3,0,Preston,36,14390,Luke Chambers,4-2-3-1,Andy Madley,Match Report,,11,5,,,0,0,2017,Ipswich Town
2017-11-18,15:00,Championship,Matchweek 17,Sat,Away,D,2,2,Hull City,46,15516,Luke Chambers,4-2-3-1,David Coote,Match Report,,13,5,,,0,1,2017,Ipswich Town
2017-11-22,19:45,Championship,Matchweek 18,Wed,Home,D,2,2,Sheffield Weds,32,15702,Luke Chambers,4-4-2,Keith Stroud,Match Report,,13,8,,,0,0,2017,Ipswich Town
2017-11-25,15:00,Championship,Matchweek 19,Sat,Away,L,0,2,Aston Villa,42,30427,Luke Chambers,4-4-2,Tony Harrington,Match Report,,6,0,,,0,0,2017,Ipswich Town
2017-11-28,19:45,Championship,Matchweek 7,Tue,Away,W,1,0,Derby County,36,24475,Luke Chambers,4-2-3-1,Scott Duncan,Match Report,,4,2,,,0,0,2017,Ipswich Town
2017-12-02,15:00,Championship,Matchweek 20,Sat,Home,W,4,2,Nott'ham Forest,30,16808,Cole Skuse,4-2-3-1,Darren Bond,Match Report,,14,5,,,0,0,2017,Ipswich Town
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,L,0,2,Middlesbrough,43,22989,Luke Chambers,4-2-3-1,Robert Jones,Match Report,,7,1,,,0,0,2017,Ipswich Town
2017-12-16,15:00,Championship,Matchweek 22,Sat,Home,W,2,0,Reading,27,13832,Luke Chambers,4-2-3-1,Peter Bankes,Match Report,,15,6,,,0,0,2017,Ipswich Town
2017-12-23,15:00,Championship,Matchweek 23,Sat,Away,L,0,1,Wolves,36,30218,Luke Chambers,4-2-3-1,David Coote,Match Report,,5,2,,,0,0,2017,Ipswich Town
2017-12-26,15:00,Championship,Matchweek 24,Tue,Home,D,0,0,QPR,53,18696,Luke Chambers,4-2-3-1,Andrew Davies,Match Report,,11,2,,,0,0,2017,Ipswich Town
2017-12-30,15:00,Championship,Matchweek 25,Sat,Home,L,1,2,Derby County,53,17267,Luke Chambers,4-2-3-1,Oliver Langford,Match Report,,14,3,,,0,0,2017,Ipswich Town
2018-01-02,19:45,Championship,Matchweek 26,Tue,Away,L,1,4,Fulham,24,17415,Luke Chambers,4-2-3-1,Keith Stroud,Match Report,,3,1,,,0,0,2017,Ipswich Town
2018-01-13,15:00,Championship,Matchweek 27,Sat,Home,W,1,0,Leeds United,57,18638,Luke Chambers,4-2-3-1,Robert Jones,Match Report,,14,4,,,0,0,2017,Ipswich Town
2018-01-20,15:00,Championship,Matchweek 28,Sat,Away,D,1,1,Bolton,58,13870,Luke Chambers,4-2-3-1,Peter Bankes,Match Report,,9,3,,,0,0,2017,Ipswich Town
2018-01-27,15:00,Championship,Matchweek 29,Sat,Home,L,0,1,Wolves,56,15971,Luke Chambers,4-4-2,Simon Hooper,Match Report,,11,6,,,0,0,2017,Ipswich Town
2018-02-03,15:00,Championship,Matchweek 30,Sat,Away,W,2,0,Sunderland,40,27909,Luke Chambers,4-2-3-1,Darren England,Match Report,,13,2,,,0,0,2017,Ipswich Town
2018-02-10,15:00,Championship,Matchweek 31,Sat,Home,D,0,0,Burton Albion,45,13815,Luke Chambers,4-2-3-1,David Webb,Match Report,,5,1,,,0,0,2017,Ipswich Town
2018-02-18,12:00,Championship,Matchweek 32,Sun,Away,D,1,1,Norwich City,35,27100,Luke Chambers,3-5-2,David Coote,Match Report,,8,4,,,0,0,2017,Ipswich Town
2018-02-21,19:45,Championship,Matchweek 33,Wed,Home,L,0,1,Cardiff City,57,13205,Luke Chambers,3-5-2,Andrew Davies,Match Report,,16,2,,,0,0,2017,Ipswich Town
2018-02-24,15:00,Championship,Matchweek 34,Sat,Away,W,1,0,Preston,38,11511,Luke Chambers,3-4-3,Scott Duncan,Match Report,,10,3,,,0,0,2017,Ipswich Town
2018-03-06,19:45,Championship,Matchweek 36,Tue,Away,W,2,1,Sheffield Weds,41,22733,Luke Chambers,3-5-2,Oliver Langford,Match Report,,10,3,,,0,0,2017,Ipswich Town
2018-03-10,15:00,Championship,Matchweek 37,Sat,Home,D,0,0,Sheffield Utd,46,15152,Luke Chambers,5-3-2,John Brooks,Match Report,,8,2,,,0,0,2017,Ipswich Town
2018-03-13,19:45,Championship,Matchweek 35,Tue,Home,L,0,3,Hull City,60,13031,Luke Chambers,4-3-3,Jeremy Simpson,Match Report,,11,2,,,0,0,2017,Ipswich Town
2018-03-17,15:00,Championship,Matchweek 38,Sat,Away,L,0,1,Bristol City,47,21509,Luke Chambers,5-3-2,Darren England,Match Report,,9,2,,,0,0,2017,Ipswich Town
2018-03-31,15:00,Championship,Matchweek 39,Sat,Away,L,0,1,Birmingham City,64,20555,Luke Chambers,5-3-2,Roger East,Match Report,,8,1,,,0,0,2017,Ipswich Town
2018-04-02,15:00,Championship,Matchweek 40,Mon,Home,D,2,2,Millwall,56,16010,Luke Chambers,3-4-3,Steve Martin,Match Report,,10,6,,,0,0,2017,Ipswich Town
2018-04-07,15:00,Championship,Matchweek 41,Sat,Away,L,0,1,Brentford,45,10939,Luke Chambers,5-3-2,Robert Jones,Match Report,,7,2,,,0,0,2017,Ipswich Town
2018-04-10,19:45,Championship,Matchweek 42,Tue,Home,W,1,0,Barnsley,54,13271,Cole Skuse,3-4-3,James Linington,Match Report,,16,4,,,0,0,2017,Ipswich Town
2018-04-14,15:00,Championship,Matchweek 43,Sat,Away,L,1,2,Nott'ham Forest,43,25093,Cole Skuse,3-5-2,Darren England,Match Report,,10,3,,,0,0,2017,Ipswich Town
2018-04-21,15:00,Championship,Matchweek 44,Sat,Home,L,0,4,Aston Villa,34,20034,Cole Skuse,3-5-1-1,Simon Hooper,Match Report,,3,1,,,0,0,2017,Ipswich Town
2018-04-28,15:00,Championship,Matchweek 45,Sat,Away,W,4,0,Reading,37,17683,Jonas Knudsen,3-4-3,Keith Stroud,Match Report,,11,7,,,0,0,2017,Ipswich Town
2018-05-06,12:30,Championship,Matchweek 46,Sun,Home,D,2,2,Middlesbrough,39,18829,Cole Skuse,3-5-2,David Coote,Match Report,,16,8,,,1,1,2017,Ipswich Town
2017-08-06,16:30,Championship,Matchweek 1,Sun,Away,W,3,2,Bolton,52,19857,Eunan O'Kane,4-2-3-1,Simon Hooper,Match Report,,12,5,,,0,0,2017,Leeds United
2017-08-12,15:00,Championship,Matchweek 2,Sat,Home,D,0,0,Preston,62,32880,Liam Cooper,4-2-3-1,Scott Duncan,Match Report,,12,4,,,0,0,2017,Leeds United
2017-08-15,19:45,Championship,Matchweek 3,Tue,Home,D,0,0,Fulham,44,28918,Luke Ayling,4-2-3-1,Darren Bond,Match Report,,10,1,,,0,0,2017,Leeds United
2017-08-19,17:30,Championship,Matchweek 4,Sat,Away,W,2,0,Sunderland,45,31237,Liam Cooper,4-2-3-1,Andrew Davies,Match Report,,8,5,,,0,0,2017,Leeds United
2017-08-26,17:30,Championship,Matchweek 5,Sat,Away,W,2,0,Nott'ham Forest,42,25682,Liam Cooper,4-2-3-1,Jeremy Simpson,Match Report,,18,4,,,0,0,2017,Leeds United
2017-09-09,15:00,Championship,Matchweek 6,Sat,Home,W,5,0,Burton Albion,69,33404,Liam Cooper,4-2-3-1,Oliver Langford,Match Report,,30,10,,,1,1,2017,Leeds United
2017-09-12,19:45,Championship,Matchweek 7,Tue,Home,W,2,0,Birmingham City,48,31507,Liam Cooper,4-2-3-1,Peter Bankes,Match Report,,17,5,,,0,0,2017,Leeds United
2017-09-16,15:00,Championship,Matchweek 8,Sat,Away,L,0,1,Millwall,54,16447,Luke Ayling,4-2-3-1,Tim Robinson,Match Report,,1,0,,,0,0,2017,Leeds United
2017-09-23,15:00,Championship,Matchweek 9,Sat,Home,W,3,2,Ipswich Town,53,34002,Luke Ayling,4-2-3-1,Geoff Eltringham,Match Report,,9,2,,,0,0,2017,Leeds United
2017-09-26,19:45,Championship,Matchweek 10,Tue,Away,L,1,3,Cardiff City,59,27160,Liam Cooper,4-2-3-1,Kevin Friend,Match Report,,8,3,,,0,0,2017,Leeds United
2017-10-01,12:15,Championship,Matchweek 11,Sun,Away,L,0,3,Sheffield Weds,46,27972,Luke Ayling,4-2-3-1,Andy Madley,Match Report,,11,2,,,0,0,2017,Leeds United
2017-10-14,15:00,Championship,Matchweek 12,Sat,Home,L,0,1,Reading,56,33900,Liam Cooper,4-2-3-1,Jeremy Simpson,Match Report,,15,3,,,0,1,2017,Leeds United
2017-10-21,15:00,Championship,Matchweek 13,Sat,Away,W,3,0,Bristol City,41,24435,Liam Cooper,4-3-3,Oliver Langford,Match Report,,13,5,,,0,0,2017,Leeds United
2017-10-27,19:45,Championship,Matchweek 14,Fri,Home,L,1,2,Sheffield Utd,51,34504,Liam Cooper,4-3-3,Scott Duncan,Match Report,,8,2,,,0,0,2017,Leeds United
2017-10-31,19:45,Championship,Matchweek 15,Tue,Home,L,1,2,Derby County,45,28565,Luke Ayling,4-2-3-1,Simon Hooper,Match Report,,8,1,,,0,0,2017,Leeds United
2017-11-04,17:30,Championship,Matchweek 16,Sat,Away,L,1,3,Brentford,51,11068,Liam Cooper,4-3-3,Stuart Attwell,Match Report,,13,7,,,0,0,2017,Leeds United
2017-11-19,13:15,Championship,Matchweek 17,Sun,Home,W,2,1,Middlesbrough,43,33771,Liam Cooper,4-2-3-1,Keith Stroud,Match Report,,12,2,,,0,0,2017,Leeds United
2017-11-22,19:45,Championship,Matchweek 18,Wed,Away,L,1,4,Wolves,46,28914,Liam Cooper,4-2-3-1,Geoff Eltringham,Match Report,,9,4,,,0,0,2017,Leeds United
2017-11-25,12:30,Championship,Matchweek 19,Sat,Away,W,2,0,Barnsley,47,16399,Liam Cooper,4-2-3-1,Andy Madley,Match Report,,19,4,,,0,0,2017,Leeds United
2017-12-01,19:45,Championship,Matchweek 20,Fri,Home,D,1,1,Aston Villa,52,30547,Liam Cooper,4-2-3-1,Peter Bankes,Match Report,,7,1,,,0,0,2017,Leeds United
2017-12-09,15:00,Championship,Matchweek 21,Sat,Away,W,3,1,QPR,47,15506,Liam Cooper,4-2-3-1,Chris Kavanagh,Match Report,,12,5,,,0,0,2017,Leeds United
