date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2018-08-25,15:00,Championship,Matchweek 5,Sat,Home,W,1,0,Brentford,0.3,0.7,40.0,12094.0,Charlie Mulgrew,4-2-3-1,Tony Harrington,Match Report,,2.0,1.0,16.5,0.0,0.0,0.0,2018,Blackburn Rovers
2018-09-02,13:30,Championship,Matchweek 6,Sun,Away,L,1,4,Bristol City,1.3,1.9,51.0,19769.0,Charlie Mulgrew,4-2-3-1,David Webb,Match Report,,13.0,2.0,22.1,0.0,0.0,0.0,2018,Blackburn Rovers
2018-09-15,17:30,Championship,Matchweek 7,Sat,Home,D,1,1,Aston Villa,1.0,0.9,49.0,15982.0,Charlie Mulgrew,4-2-3-1,Steve Martin,Match Report,,13.0,3.0,16.1,2.0,0.0,0.0,2018,Blackburn Rovers
2018-09-18,19:45,Championship,Matchweek 8,Tue,Away,D,0,0,Derby County,0.6,1.3,39.0,23580.0,Craig Conway,4-2-3-1,Darren England,Match Report,,6.0,2.0,23.3,0.0,0.0,0.0,2018,Blackburn Rovers
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,W,3,2,Stoke City,1.4,3.9,38.0,25673.0,Elliott Bennett,4-2-3-1,Tony Harrington,Match Report,,8.0,4.0,15.4,0.0,0.0,0.0,2018,Blackburn Rovers
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,D,2,2,Nott'ham Forest,1.9,3.3,48.0,14440.0,Elliott Bennett,4-2-3-1,Andy Madley,Match Report,,17.0,7.0,14.5,1.0,0.0,0.0,2018,Blackburn Rovers
2018-10-03,19:45,Championship,Matchweek 11,Wed,Home,L,0,2,Sheffield Utd,0.9,2.2,54.0,14440.0,Elliott Bennett,4-2-3-1,Robert Jones,Match Report,,13.0,2.0,17.8,0.0,0.0,0.0,2018,Blackburn Rovers
2018-10-06,17:30,Championship,Matchweek 12,Sat,Away,W,1,0,Bolton,1.0,1.0,47.0,15461.0,Charlie Mulgrew,4-2-3-1,Darren Bond,Match Report,,7.0,3.0,14.0,0.0,0.0,0.0,2018,Blackburn Rovers
2018-10-20,12:00,Championship,Matchweek 13,Sat,Home,W,2,1,Leeds United,1.0,1.6,33.0,20929.0,Charlie Mulgrew,4-2-3-1,Darren England,Match Report,,18.0,6.0,20.0,1.0,0.0,0.0,2018,Blackburn Rovers
2018-10-23,19:45,Championship,Matchweek 14,Tue,Away,L,1,3,Swansea City,1.2,1.3,46.0,18035.0,Charlie Mulgrew,4-2-3-1,Geoff Eltringham,Match Report,,8.0,2.0,22.6,0.0,1.0,1.0,2018,Blackburn Rovers
2018-10-27,15:00,Championship,Matchweek 15,Sat,Away,D,1,1,West Brom,0.7,3.2,49.0,23820.0,Charlie Mulgrew,4-2-3-1,Scott Duncan,Match Report,,9.0,5.0,25.0,1.0,0.0,0.0,2018,Blackburn Rovers
2018-11-03,15:00,Championship,Matchweek 16,Sat,Home,W,1,0,QPR,1.7,0.3,60.0,13294.0,Elliott Bennett,4-2-3-1,Peter Bankes,Match Report,,9.0,1.0,13.4,0.0,1.0,1.0,2018,Blackburn Rovers
2018-11-10,15:00,Championship,Matchweek 17,Sat,Home,D,1,1,Rotherham Utd,2.3,1.1,65.0,12847.0,Elliott Bennett,4-2-3-1,David Webb,Match Report,,25.0,9.0,17.9,0.0,0.0,0.0,2018,Blackburn Rovers
2018-11-24,15:00,Championship,Matchweek 18,Sat,Away,L,1,4,Preston,1.1,2.2,57.0,19912.0,Charlie Mulgrew,4-2-3-1,Andy Madley,Match Report,,11.0,6.0,15.3,2.0,0.0,0.0,2018,Blackburn Rovers
2018-11-28,19:45,Championship,Matchweek 19,Wed,Away,L,1,3,Wigan Athletic,0.5,2.7,56.0,10777.0,Charlie Mulgrew,4-2-3-1,Keith Stroud,Match Report,,6.0,2.0,15.0,0.0,0.0,0.0,2018,Blackburn Rovers
2018-12-01,15:00,Championship,Matchweek 20,Sat,Home,W,4,2,Sheffield Weds,3.0,1.3,48.0,15154.0,Charlie Mulgrew,4-2-3-1,Robert Jones,Match Report,,18.0,7.0,14.7,1.0,0.0,0.0,2018,Blackburn Rovers
2018-12-08,15:00,Championship,Matchweek 21,Sat,Away,D,1,1,Middlesbrough,1.3,1.1,65.0,21985.0,Charlie Mulgrew,4-2-3-1,Simon Hooper,Match Report,,15.0,5.0,18.9,1.0,0.0,0.0,2018,Blackburn Rovers
2018-12-15,15:00,Championship,Matchweek 22,Sat,Home,D,2,2,Birmingham City,0.7,1.7,60.0,13622.0,Charlie Mulgrew,4-2-3-1,Tony Harrington,Match Report,,8.0,5.0,18.5,0.0,0.0,0.0,2018,Blackburn Rovers
2018-12-22,15:00,Championship,Matchweek 23,Sat,Home,L,0,1,Norwich City,1.2,1.5,40.0,14202.0,Charlie Mulgrew,4-2-3-1,Darren England,Match Report,,11.0,1.0,12.3,0.0,0.0,0.0,2018,Blackburn Rovers
2018-12-26,15:00,Championship,Matchweek 24,Wed,Away,L,2,3,Leeds United,1.1,2.2,29.0,34863.0,Charlie Mulgrew,4-2-3-1,Steve Martin,Match Report,,7.0,1.0,24.9,1.0,1.0,1.0,2018,Blackburn Rovers
2018-12-29,15:00,Championship,Matchweek 25,Sat,Away,L,0,3,Sheffield Utd,0.8,2.2,55.0,27384.0,Charlie Mulgrew,4-2-3-1,Anthony Taylor,Match Report,,10.0,1.0,22.7,4.0,0.0,0.0,2018,Blackburn Rovers
2019-01-01,15:00,Championship,Matchweek 26,Tue,Home,W,2,1,West Brom,0.9,1.6,47.0,14258.0,Charlie Mulgrew,4-2-3-1,Oliver Langford,Match Report,,10.0,4.0,25.0,0.0,0.0,0.0,2018,Blackburn Rovers
2019-01-12,17:30,Championship,Matchweek 27,Sat,Away,W,2,0,Millwall,1.1,0.4,51.0,13862.0,Elliott Bennett,4-2-3-1,Robert Jones,Match Report,,5.0,2.0,13.7,0.0,0.0,0.0,2018,Blackburn Rovers
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,W,2,0,Ipswich Town,2.6,0.8,49.0,12762.0,Elliott Bennett,4-2-3-1,Darren England,Match Report,,15.0,3.0,20.0,1.0,1.0,1.0,2018,Blackburn Rovers
2019-01-26,15:00,Championship,Matchweek 29,Sat,Home,W,3,0,Hull City,1.5,0.2,58.0,13589.0,Elliott Bennett,4-2-3-1,Jeremy Simpson,Match Report,,11.0,4.0,15.8,0.0,0.0,0.0,2018,Blackburn Rovers
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,L,2,5,Brentford,0.6,2.0,40.0,9972.0,Elliott Bennett,4-2-3-1,Andrew Davies,Match Report,,10.0,4.0,15.0,1.0,0.0,0.0,2018,Blackburn Rovers
2019-02-09,15:00,Championship,Matchweek 31,Sat,Home,L,0,1,Bristol City,0.9,1.6,51.0,13593.0,Charlie Mulgrew,4-2-3-1,James Linington,Match Report,,11.0,2.0,16.9,0.0,0.0,0.0,2018,Blackburn Rovers
2019-02-13,20:00,Championship,Matchweek 32,Wed,Away,L,1,2,Reading,1.1,1.2,54.0,11271.0,Charlie Mulgrew,4-3-3,Steve Martin,Match Report,,15.0,5.0,15.6,2.0,0.0,0.0,2018,Blackburn Rovers
2019-02-17,13:00,Championship,Matchweek 33,Sun,Home,L,0,1,Middlesbrough,0.8,2.6,49.0,13249.0,Charlie Mulgrew,4-2-3-1,Darren Bond,Match Report,,5.0,1.0,10.1,0.0,0.0,0.0,2018,Blackburn Rovers
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,D,2,2,Birmingham City,1.1,1.0,49.0,21869.0,Charlie Mulgrew,4-2-3-1,Peter Bankes,Match Report,,6.0,3.0,15.4,0.0,0.0,0.0,2018,Blackburn Rovers
2019-03-02,15:00,Championship,Matchweek 35,Sat,Away,L,2,3,Rotherham Utd,2.0,1.4,59.0,9663.0,Charlie Mulgrew,3-4-3,John Brooks,Match Report,,15.0,4.0,16.4,1.0,1.0,1.0,2018,Blackburn Rovers
2019-03-09,12:00,Championship,Matchweek 36,Sat,Home,L,0,1,Preston,1.2,0.5,57.0,21577.0,Charlie Mulgrew,3-4-1-2,Oliver Langford,Match Report,,20.0,5.0,16.1,0.0,0.0,0.0,2018,Blackburn Rovers
2019-03-12,19:45,Championship,Matchweek 37,Tue,Home,W,3,0,Wigan Athletic,2.8,0.6,45.0,12763.0,Elliott Bennett,3-4-3,Chris Kavanagh,Match Report,,17.0,8.0,21.5,0.0,1.0,1.0,2018,Blackburn Rovers
2019-03-16,15:00,Championship,Matchweek 38,Sat,Away,L,2,4,Sheffield Weds,1.0,2.0,60.0,24608.0,Elliott Bennett,3-4-3,James Linington,Match Report,,8.0,4.0,16.2,0.0,0.0,0.0,2018,Blackburn Rovers
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,L,1,2,Aston Villa,1.4,2.3,49.0,39687.0,Charlie Mulgrew,4-2-3-1,Robert Jones,Match Report,,12.0,2.0,17.8,1.0,0.0,0.0,2018,Blackburn Rovers
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,L,0,1,Stoke City,1.1,1.5,54.0,17478.0,Charlie Mulgrew,4-4-1-1,Geoff Eltringham,Match Report,,12.0,3.0,16.1,0.0,0.0,0.0,2018,Blackburn Rovers
2019-04-09,19:45,Championship,Matchweek 41,Tue,Home,W,2,0,Derby County,2.7,0.5,48.0,12590.0,Elliott Bennett,4-2-3-1,Jeremy Simpson,Match Report,,23.0,4.0,15.4,0.0,0.0,0.0,2018,Blackburn Rovers
2019-04-13,15:00,Championship,Matchweek 42,Sat,Away,W,2,1,Nott'ham Forest,1.3,1.4,44.0,27786.0,Elliott Bennett,4-2-3-1,Darren Bond,Match Report,,15.0,8.0,16.7,0.0,0.0,0.0,2018,Blackburn Rovers
2019-04-19,15:00,Championship,Matchweek 43,Fri,Away,W,2,1,QPR,2.5,1.2,50.0,13632.0,Elliott Bennett,4-2-3-1,Tim Robinson,Match Report,,11.0,4.0,11.0,0.0,1.0,1.0,2018,Blackburn Rovers
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,W,2,0,Bolton,2.0,1.4,60.0,14495.0,Darragh Lenihan,4-2-3-1,Andy Woolmer,Match Report,,15.0,6.0,18.2,1.0,0.0,0.0,2018,Blackburn Rovers
2019-04-27,19:30,Championship,Matchweek 45,Sat,Away,L,1,2,Norwich City,0.4,1.8,43.0,26848.0,Elliott Bennett,4-2-3-1,Andy Madley,Match Report,,8.0,1.0,19.3,1.0,0.0,0.0,2018,Blackburn Rovers
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,D,2,2,Swansea City,1.7,1.1,48.0,16227.0,Elliott Bennett,4-2-3-1,Jarred Gillett,Match Report,,10.0,4.0,14.6,0.0,0.0,0.0,2018,Blackburn Rovers
2018-08-05,16:30,Championship,Matchweek 1,Sun,Away,L,1,3,Leeds United,1.9,1.6,50.0,34126.0,Ryan Shawcross,4-3-3,Scott Duncan,Match Report,,8.0,4.0,21.1,1.0,1.0,1.0,2018,Stoke City
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,D,1,1,Brentford,1.3,0.9,44.0,24806.0,Ryan Shawcross,4-2-3-1,Andrew Davies,Match Report,,9.0,2.0,14.3,0.0,0.0,0.0,2018,Stoke City
2018-08-18,17:30,Championship,Matchweek 3,Sat,Away,D,2,2,Preston,0.8,2.3,41.0,13996.0,Ryan Shawcross,4-4-2,Andy Madley,Match Report,,8.0,3.0,15.6,0.0,0.0,0.0,2018,Stoke City
2018-08-22,20:00,Championship,Matchweek 4,Wed,Home,L,0,3,Wigan Athletic,0.5,2.5,55.0,23158.0,Ryan Shawcross,4-4-2,John Brooks,Match Report,,9.0,0.0,21.7,3.0,0.0,0.0,2018,Stoke City
2018-08-25,15:00,Championship,Matchweek 5,Sat,Home,W,2,0,Hull City,1.0,0.2,65.0,23311.0,Ryan Shawcross,4-4-1-1,Darren Bond,Match Report,,11.0,5.0,15.3,0.0,0.0,0.0,2018,Stoke City
2018-09-01,15:00,Championship,Matchweek 6,Sat,Away,L,1,2,West Brom,1.7,1.5,57.0,25183.0,Ryan Shawcross,4-4-1-1,Simon Hooper,Match Report,,15.0,5.0,17.5,1.0,0.0,1.0,2018,Stoke City
2018-09-15,15:00,Championship,Matchweek 7,Sat,Away,D,2,2,Sheffield Weds,1.9,1.0,59.0,24905.0,Ryan Shawcross,4-3-3,Geoff Eltringham,Match Report,,14.0,4.0,12.4,1.0,0.0,0.0,2018,Stoke City
2018-09-18,20:00,Championship,Matchweek 8,Tue,Home,W,1,0,Swansea City,2.0,0.8,50.0,22078.0,Ryan Shawcross,4-1-4-1,Paul Tierney,Match Report,,8.0,3.0,13.5,0.0,0.0,0.0,2018,Stoke City
2018-09-22,15:00,Championship,Matchweek 9,Sat,Home,L,2,3,Blackburn,3.9,1.4,62.0,25673.0,Ryan Shawcross,4-3-3,Tony Harrington,Match Report,,16.0,3.0,16.0,1.0,0.0,1.0,2018,Stoke City
2018-09-29,17:30,Championship,Matchweek 10,Sat,Away,D,2,2,Rotherham Utd,1.3,2.2,65.0,9706.0,Ryan Woods,4-3-3,Tony Harrington,Match Report,,19.0,7.0,18.2,0.0,0.0,0.0,2018,Stoke City
2018-10-02,20:00,Championship,Matchweek 11,Tue,Home,W,2,0,Bolton,1.6,0.3,57.0,22116.0,Ryan Woods,4-3-3,Jeremy Simpson,Match Report,,15.0,7.0,15.9,2.0,0.0,0.0,2018,Stoke City
2018-10-06,15:00,Championship,Matchweek 12,Sat,Away,W,1,0,Norwich City,0.7,0.7,31.0,24992.0,Ryan Woods,4-1-4-1,David Coote,Match Report,,6.0,2.0,17.5,0.0,0.0,0.0,2018,Stoke City
2018-10-20,15:00,Championship,Matchweek 13,Sat,Home,L,0,1,Birmingham City,1.5,1.2,70.0,28160.0,Ryan Woods,4-1-4-1,Roger East,Match Report,,19.0,2.0,15.6,1.0,0.0,0.0,2018,Stoke City
2018-10-23,19:45,Championship,Matchweek 14,Tue,Away,D,1,1,Sheffield Utd,0.5,2.9,44.0,24463.0,Ryan Woods,4-4-1-1,Gavin Ward,Match Report,,10.0,4.0,19.8,2.0,0.0,0.0,2018,Stoke City
2018-10-27,15:00,Championship,Matchweek 15,Sat,Away,W,1,0,Bristol City,0.5,2.0,49.0,22456.0,Ryan Woods,4-1-4-1,Andy Madley,Match Report,,9.0,3.0,20.4,1.0,0.0,0.0,2018,Stoke City
2018-11-03,17:30,Championship,Matchweek 16,Sat,Home,D,0,0,Middlesbrough,0.6,0.8,62.0,24553.0,Ryan Shawcross,4-3-3,Robert Jones,Match Report,,13.0,1.0,19.0,1.0,0.0,0.0,2018,Stoke City
2018-11-10,15:00,Championship,Matchweek 17,Sat,Away,D,0,0,Nott'ham Forest,0.7,0.9,46.0,28556.0,Ryan Shawcross,4-1-4-1,Oliver Langford,Match Report,,8.0,2.0,20.8,1.0,0.0,0.0,2018,Stoke City
2018-11-24,15:00,Championship,Matchweek 18,Sat,Home,D,2,2,QPR,2.4,1.0,53.0,24291.0,Ryan Shawcross,4-1-4-1,Andrew Davies,Match Report,,14.0,3.0,15.8,0.0,0.0,0.0,2018,Stoke City
2018-11-28,20:00,Championship,Matchweek 19,Wed,Home,W,2,1,Derby County,0.8,1.2,28.0,25147.0,Ryan Shawcross,4-3-3,Darren England,Match Report,,8.0,4.0,16.3,0.0,0.0,0.0,2018,Stoke City
2018-12-01,15:00,Championship,Matchweek 20,Sat,Away,D,2,2,Reading,2.4,1.6,53.0,14414.0,Ryan Shawcross,4-3-3,David Coote,Match Report,,14.0,6.0,15.1,0.0,0.0,0.0,2018,Stoke City
2018-12-08,15:00,Championship,Matchweek 21,Sat,Home,W,2,0,Ipswich Town,0.8,0.7,50.0,24694.0,Ryan Shawcross,4-3-3,Geoff Eltringham,Match Report,,6.0,2.0,16.1,0.0,0.0,0.0,2018,Stoke City
2018-12-15,15:00,Championship,Matchweek 22,Sat,Away,D,2,2,Aston Villa,1.6,2.2,44.0,36999.0,Ryan Shawcross,4-3-3,Peter Bankes,Match Report,,15.0,7.0,17.8,1.0,1.0,1.0,2018,Stoke City
2018-12-22,15:00,Championship,Matchweek 23,Sat,Home,W,1,0,Millwall,0.3,1.2,66.0,25351.0,Ryan Shawcross,4-3-3,Chris Kavanagh,Match Report,,8.0,2.0,24.9,1.0,0.0,0.0,2018,Stoke City
2018-12-26,15:00,Championship,Matchweek 24,Wed,Away,L,0,2,Birmingham City,0.7,1.0,66.0,26344.0,Ryan Shawcross,4-3-3,Darren Bond,Match Report,,14.0,4.0,18.1,1.0,0.0,0.0,2018,Stoke City
2018-12-29,15:00,Championship,Matchweek 25,Sat,Away,D,0,0,Bolton,0.6,0.8,60.0,15309.0,Ryan Shawcross,4-3-3,Keith Stroud,Match Report,,11.0,3.0,17.8,0.0,0.0,0.0,2018,Stoke City
2019-01-01,15:00,Championship,Matchweek 26,Tue,Home,L,0,2,Bristol City,2.0,0.8,65.0,23912.0,Ryan Shawcross,4-3-3,Paul Tierney,Match Report,,16.0,6.0,19.1,1.0,0.0,1.0,2018,Stoke City
2019-01-12,15:00,Championship,Matchweek 27,Sat,Away,L,1,3,Brentford,0.1,1.1,46.0,9439.0,Ryan Shawcross,4-1-2-1-2◆,Tim Robinson,Match Report,,2.0,1.0,25.1,0.0,0.0,0.0,2018,Stoke City
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,W,2,1,Leeds United,1.1,0.8,29.0,28586.0,Ryan Shawcross,3-5-2,Gavin Ward,Match Report,,12.0,5.0,19.1,1.0,0.0,0.0,2018,Stoke City
2019-01-26,15:00,Championship,Matchweek 29,Sat,Home,L,0,2,Preston,1.6,1.0,48.0,25053.0,Ryan Shawcross,3-5-2,Oliver Langford,Match Report,,9.0,0.0,17.5,1.0,0.0,1.0,2018,Stoke City
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,L,0,2,Hull City,1.1,1.1,59.0,12776.0,Danny Batth,4-1-2-1-2◆,Peter Bankes,Match Report,,8.0,1.0,22.2,0.0,0.0,1.0,2018,Stoke City
2019-02-09,17:30,Championship,Matchweek 31,Sat,Home,L,0,1,West Brom,0.7,1.2,51.0,26828.0,Danny Batth,4-1-2-1-2◆,Jeremy Simpson,Match Report,,13.0,1.0,18.4,2.0,0.0,0.0,2018,Stoke City
2019-02-13,19:45,Championship,Matchweek 32,Wed,Away,D,0,0,Wigan Athletic,0.8,0.4,55.0,9914.0,Danny Batth,4-1-2-1-2◆,Keith Stroud,Match Report,,11.0,2.0,16.1,1.0,0.0,0.0,2018,Stoke City
2019-02-16,15:00,Championship,Matchweek 33,Sat,Away,D,1,1,Ipswich Town,1.6,0.4,50.0,15924.0,Danny Batth,4-3-3,Scott Duncan,Match Report,,11.0,1.0,19.4,0.0,0.0,0.0,2018,Stoke City
2019-02-23,15:00,Championship,Matchweek 34,Sat,Home,D,1,1,Aston Villa,0.4,0.5,39.0,27975.0,Danny Batth,4-3-3,David Webb,Match Report,,7.0,4.0,22.1,0.0,0.0,0.0,2018,Stoke City
2019-03-02,15:00,Championship,Matchweek 35,Sat,Home,W,2,0,Nott'ham Forest,0.5,1.0,50.0,26736.0,Ryan Shawcross,4-5-1,Roger East,Match Report,,8.0,4.0,15.7,1.0,0.0,0.0,2018,Stoke City
2019-03-09,15:00,Championship,Matchweek 36,Sat,Away,D,0,0,QPR,0.3,0.8,37.0,14954.0,Ryan Shawcross,4-3-3,Gavin Ward,Match Report,,7.0,0.0,23.7,2.0,0.0,0.0,2018,Stoke City
2019-03-13,19:45,Championship,Matchweek 37,Wed,Away,D,0,0,Derby County,0.6,0.9,47.0,25685.0,Ryan Shawcross,4-1-4-1,Oliver Langford,Match Report,,5.0,0.0,19.9,0.0,0.0,0.0,2018,Stoke City
2019-03-16,15:00,Championship,Matchweek 38,Sat,Home,D,0,0,Reading,0.9,0.3,52.0,24368.0,Ryan Shawcross,4-4-2,Jeremy Simpson,Match Report,,11.0,3.0,16.5,2.0,0.0,0.0,2018,Stoke City
2019-03-30,15:00,Championship,Matchweek 39,Sat,Home,D,0,0,Sheffield Weds,1.2,0.4,63.0,26398.0,Ryan Shawcross,4-4-1-1,Andy Madley,Match Report,,12.0,3.0,19.1,0.0,0.0,0.0,2018,Stoke City
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,W,1,0,Blackburn,1.5,1.1,46.0,17478.0,Ryan Shawcross,4-4-1-1,Geoff Eltringham,Match Report,,7.0,2.0,21.0,0.0,0.0,1.0,2018,Stoke City
2019-04-09,19:45,Championship,Matchweek 41,Tue,Away,L,1,3,Swansea City,0.5,3.5,27.0,17804.0,Danny Batth,4-2-3-1,James Linington,Match Report,,2.0,1.0,19.1,0.0,0.0,0.0,2018,Stoke City
2019-04-13,15:00,Championship,Matchweek 42,Sat,Home,D,2,2,Rotherham Utd,0.8,1.4,52.0,24250.0,Ryan Shawcross,4-4-1-1,Andy Woolmer,Match Report,,4.0,3.0,13.5,0.0,0.0,0.0,2018,Stoke City
2019-04-19,15:00,Championship,Matchweek 43,Fri,Away,L,0,1,Middlesbrough,1.5,0.9,63.0,22890.0,Danny Batth,5-3-2,Darren Bond,Match Report,,14.0,1.0,15.0,0.0,0.0,0.0,2018,Stoke City
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,D,2,2,Norwich City,1.1,1.5,33.0,25487.0,Ryan Shawcross,5-3-2,Tony Harrington,Match Report,,18.0,9.0,18.8,0.0,0.0,0.0,2018,Stoke City
2019-04-27,13:30,Championship,Matchweek 45,Sat,Away,D,0,0,Millwall,1.3,1.3,61.0,14472.0,Ryan Shawcross,3-5-1-1,Oliver Langford,Match Report,,12.0,2.0,16.6,0.0,0.0,0.0,2018,Stoke City
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,D,2,2,Sheffield Utd,1.5,0.8,52.0,26665.0,Ryan Shawcross,4-3-3,Geoff Eltringham,Match Report,,14.0,3.0,21.0,1.0,0.0,0.0,2018,Stoke City
2018-08-04,15:00,Championship,Matchweek 1,Sat,Home,D,2,2,Norwich City,1.3,1.8,30.0,22677.0,Michael Morrison,4-4-2,Peter Bankes,Match Report,,16.0,7.0,18.4,1.0,0.0,0.0,2018,Birmingham City
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,L,0,1,Middlesbrough,0.5,1.5,48.0,23748.0,Michael Morrison,4-4-2,Andy Madley,Match Report,,11.0,4.0,21.5,0.0,0.0,0.0,2018,Birmingham City
2018-08-17,19:45,Championship,Matchweek 3,Fri,Home,D,0,0,Swansea City,1.5,0.2,40.0,20083.0,Michael Morrison,4-4-2,Darren England,Match Report,,17.0,6.0,17.5,0.0,0.0,0.0,2018,Birmingham City
2018-08-22,20:00,Championship,Matchweek 4,Wed,Away,L,0,1,Bolton,0.8,0.9,52.0,13821.0,Michael Morrison,4-4-2,Lee Probert,Match Report,,17.0,6.0,20.1,1.0,0.0,0.0,2018,Birmingham City
2018-08-25,17:30,Championship,Matchweek 5,Sat,Away,D,2,2,Nott'ham Forest,0.7,0.4,42.0,26799.0,Michael Morrison,4-4-2,Tim Robinson,Match Report,,9.0,3.0,20.6,2.0,0.0,0.0,2018,Birmingham City
2018-09-01,15:00,Championship,Matchweek 6,Sat,Home,D,0,0,QPR,0.3,1.8,41.0,21155.0,Michael Morrison,4-4-2,Jeremy Simpson,Match Report,,5.0,1.0,19.6,1.0,0.0,0.0,2018,Birmingham City
2018-09-14,19:45,Championship,Matchweek 7,Fri,Home,D,1,1,West Brom,2.8,1.7,40.0,22715.0,Michael Morrison,4-4-2,Andy Madley,Match Report,,12.0,3.0,19.4,0.0,0.0,1.0,2018,Birmingham City
2018-09-19,19:45,Championship,Matchweek 8,Wed,Away,D,0,0,Sheffield Utd,1.8,0.6,38.0,23525.0,Michael Morrison,4-4-2,Gavin Ward,Match Report,,13.0,5.0,18.8,1.0,0.0,0.0,2018,Birmingham City
2018-09-22,15:00,Championship,Matchweek 9,Sat,Away,W,2,1,Leeds United,0.2,1.0,29.0,34800.0,Michael Morrison,4-4-2,Peter Bankes,Match Report,,4.0,3.0,23.0,0.0,0.0,0.0,2018,Birmingham City
2018-09-29,15:00,Championship,Matchweek 10,Sat,Home,D,2,2,Ipswich Town,2.3,0.5,53.0,21612.0,Michael Morrison,4-4-2,John Brooks,Match Report,,22.0,6.0,14.7,0.0,0.0,0.0,2018,Birmingham City
2018-10-02,19:45,Championship,Matchweek 11,Tue,Away,D,1,1,Brentford,1.5,0.8,27.0,9715.0,Michael Morrison,4-4-2,Tim Robinson,Match Report,,14.0,6.0,18.4,2.0,0.0,0.0,2018,Birmingham City
2018-10-06,15:00,Championship,Matchweek 12,Sat,Home,W,3,1,Rotherham Utd,1.5,0.5,44.0,19795.0,Michael Morrison,4-4-2,Keith Stroud,Match Report,,12.0,5.0,15.7,1.0,0.0,0.0,2018,Birmingham City
2018-10-20,15:00,Championship,Matchweek 13,Sat,Away,W,1,0,Stoke City,1.2,1.5,30.0,28160.0,Michael Morrison,4-4-2,Roger East,Match Report,,13.0,6.0,17.4,0.0,0.0,0.0,2018,Birmingham City
2018-10-23,19:45,Championship,Matchweek 14,Tue,Home,W,2,1,Reading,1.6,1.1,33.0,22126.0,Michael Morrison,4-4-2,Tony Harrington,Match Report,,14.0,5.0,16.3,0.0,0.0,0.0,2018,Birmingham City
2018-10-27,15:00,Championship,Matchweek 15,Sat,Home,W,3,1,Sheffield Weds,1.9,1.7,38.0,23659.0,Michael Morrison,4-4-2,Darren Bond,Match Report,,16.0,4.0,16.7,0.0,0.0,0.0,2018,Birmingham City
2018-11-03,15:00,Championship,Matchweek 16,Sat,Away,L,1,3,Derby County,0.3,2.1,32.0,28114.0,Michael Morrison,4-4-2,Chris Kavanagh,Match Report,,7.0,3.0,18.1,0.0,0.0,0.0,2018,Birmingham City
2018-11-10,15:00,Championship,Matchweek 17,Sat,Home,D,3,3,Hull City,1.9,2.0,45.0,21468.0,Michael Morrison,4-4-2,Gavin Ward,Match Report,,11.0,4.0,13.0,0.0,0.0,0.0,2018,Birmingham City
2018-11-25,12:00,Championship,Matchweek 18,Sun,Away,L,2,4,Aston Villa,1.6,2.5,28.0,41200.0,Michael Morrison,4-4-2,Robert Jones,Match Report,,9.0,3.0,14.0,0.0,0.0,0.0,2018,Birmingham City
2018-11-28,19:45,Championship,Matchweek 19,Wed,Away,W,2,0,Millwall,1.3,0.9,43.0,11644.0,Michael Morrison,4-4-2,Scott Duncan,Match Report,,13.0,3.0,16.8,0.0,0.0,0.0,2018,Birmingham City
2018-12-01,15:00,Championship,Matchweek 20,Sat,Home,W,3,0,Preston,1.7,0.5,48.0,20523.0,Michael Morrison,4-4-2,David Webb,Match Report,,16.0,7.0,14.8,0.0,0.0,0.0,2018,Birmingham City
2018-12-08,15:00,Championship,Matchweek 21,Sat,Home,L,0,1,Bristol City,0.6,0.3,43.0,20961.0,Michael Morrison,4-4-2,John Brooks,Match Report,,8.0,3.0,14.1,1.0,0.0,0.0,2018,Birmingham City
2018-12-15,15:00,Championship,Matchweek 22,Sat,Away,D,2,2,Blackburn,1.7,0.7,40.0,13622.0,Harlee Dean,4-4-2,Tony Harrington,Match Report,,11.0,5.0,20.0,1.0,1.0,1.0,2018,Birmingham City
2018-12-22,15:00,Championship,Matchweek 23,Sat,Away,W,3,0,Wigan Athletic,1.8,0.5,37.0,13774.0,Michael Morrison,4-4-2,Ross Joyce,Match Report,,10.0,3.0,16.0,1.0,0.0,0.0,2018,Birmingham City
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,W,2,0,Stoke City,1.0,0.7,34.0,26344.0,Michael Morrison,4-4-2,Darren Bond,Match Report,,20.0,6.0,17.8,0.0,0.0,0.0,2018,Birmingham City
