date,time,comp,round,day,venue,result,gf,ga,opponent,xg,xga,poss,attendance,captain,formation,referee,match report,notes,sh,sot,dist,fk,pk,pkatt,season,team
2019-01-11,19:45,Championship,Matchweek 27,Fri,Away,L,0,2,Leeds United,0.3,2.7,38.0,34668.0,Richard Keogh,4-3-3,Andrew Davies,Match Report,,7.0,2.0,27.1,0.0,0.0,0.0,2018,Derby County
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,W,2,1,Reading,1.2,1.0,36.0,26404.0,Richard Keogh,4-3-3,Andy Woolmer,Match Report,,10.0,4.0,15.6,0.0,0.0,0.0,2018,Derby County
2019-02-01,19:45,Championship,Matchweek 30,Fri,Away,D,0,0,Preston,0.4,2.2,45.0,12124.0,Richard Keogh,4-2-3-1,Darren Bond,Match Report,,7.0,0.0,25.2,0.0,0.0,0.0,2018,Derby County
2019-02-09,15:00,Championship,Matchweek 31,Sat,Home,W,2,0,Hull City,1.7,0.9,59.0,28211.0,Richard Keogh,4-3-3,Gavin Ward,Match Report,,20.0,10.0,20.7,2.0,0.0,0.0,2018,Derby County
2019-02-13,19:45,Championship,Matchweek 32,Wed,Away,D,1,1,Ipswich Town,1.3,0.9,55.0,18604.0,Richard Keogh,4-2-3-1,Andy Madley,Match Report,,15.0,5.0,15.5,0.0,0.0,0.0,2018,Derby County
2019-02-20,19:45,Championship,Matchweek 29,Wed,Home,L,0,1,Millwall,0.7,0.2,65.0,24907.0,Richard Keogh,3-5-2,James Linington,Match Report,,13.0,1.0,21.3,2.0,0.0,0.0,2018,Derby County
2019-02-25,19:45,Championship,Matchweek 34,Mon,Away,L,0,1,Nott'ham Forest,0.7,1.8,63.0,29421.0,Richard Keogh,4-3-3,Robert Jones,Match Report,,6.0,2.0,17.7,1.0,0.0,0.0,2018,Derby County
2019-03-02,15:00,Championship,Matchweek 35,Sat,Away,L,0,4,Aston Villa,0.1,2.2,46.0,37273.0,Richard Keogh,4-2-3-1,Lee Mason,Match Report,,3.0,0.0,26.7,1.0,0.0,0.0,2018,Derby County
2019-03-05,19:45,Championship,Matchweek 33,Tue,Home,W,2,1,Wigan Athletic,1.8,1.1,53.0,23655.0,Richard Keogh,4-2-3-1,Néstor Pitana,Match Report,,17.0,5.0,16.8,1.0,0.0,0.0,2018,Derby County
2019-03-09,15:00,Championship,Matchweek 36,Sat,Home,D,1,1,Sheffield Weds,0.4,1.3,47.0,28574.0,Richard Keogh,4-2-3-1,Keith Stroud,Match Report,,10.0,5.0,22.9,0.0,0.0,0.0,2018,Derby County
2019-03-13,19:45,Championship,Matchweek 37,Wed,Home,D,0,0,Stoke City,0.9,0.6,53.0,25685.0,Richard Keogh,4-2-3-1,Oliver Langford,Match Report,,19.0,4.0,23.1,2.0,0.0,0.0,2018,Derby County
2019-03-30,15:00,Championship,Matchweek 39,Sat,Home,W,6,1,Rotherham Utd,3.3,0.9,68.0,27003.0,Richard Keogh,4-3-3,Tim Robinson,Match Report,,13.0,5.0,18.9,2.0,2.0,2.0,2018,Derby County
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,D,3,3,Brentford,1.5,1.2,43.0,12225.0,Richard Keogh,4-3-3,John Brooks,Match Report,,12.0,8.0,17.6,0.0,0.0,0.0,2018,Derby County
2019-04-09,19:45,Championship,Matchweek 41,Tue,Away,L,0,2,Blackburn,0.5,2.7,52.0,12590.0,Richard Keogh,4-2-3-1,Jeremy Simpson,Match Report,,6.0,1.0,23.6,1.0,0.0,0.0,2018,Derby County
2019-04-13,15:00,Championship,Matchweek 42,Sat,Home,W,4,0,Bolton,2.7,0.4,70.0,26602.0,Richard Keogh,4-3-3,Andrew Davies,Match Report,,20.0,9.0,15.8,0.0,0.0,0.0,2018,Derby County
2019-04-19,15:00,Championship,Matchweek 43,Fri,Away,D,2,2,Birmingham City,1.5,2.2,67.0,23902.0,Richard Keogh,4-3-3,Simon Hooper,Match Report,,11.0,5.0,16.8,0.0,0.0,0.0,2018,Derby County
2019-04-22,15:00,Championship,Matchweek 44,Mon,Home,W,2,0,QPR,2.4,0.7,60.0,25986.0,Richard Keogh,4-3-3,David Webb,Match Report,,16.0,7.0,20.8,2.0,1.0,1.0,2018,Derby County
2019-04-27,15:00,Championship,Matchweek 45,Sat,Away,W,2,0,Bristol City,1.6,1.9,42.0,25556.0,Richard Keogh,4-2-3-1,Darren Bond,Match Report,,8.0,4.0,16.7,0.0,0.0,0.0,2018,Derby County
2019-05-01,19:45,Championship,Matchweek 38,Wed,Away,D,1,1,Swansea City,0.6,1.4,44.0,18434.0,Richard Keogh,4-2-3-1,Peter Bankes,Match Report,,13.0,4.0,19.2,0.0,0.0,0.0,2018,Derby County
2019-05-05,12:30,Championship,Matchweek 46,Sun,Home,W,3,1,West Brom,3.3,1.1,60.0,32055.0,Richard Keogh,4-3-3,Tim Robinson,Match Report,,21.0,11.0,20.6,2.0,1.0,1.0,2018,Derby County
2019-05-11,17:15,Championship,Semi-finals,Sat,Home,L,0,1,Leeds United,0.4,0.8,44.0,31723.0,Richard Keogh,4-2-3-1,Craig Pawson,Match Report,Leg 1 of 2,7.0,0.0,26.9,1.0,0.0,0.0,2018,Derby County
2019-05-15,19:45,Championship,Semi-finals,Wed,Away,W,4,2,Leeds United,2.3,1.9,44.0,36326.0,Richard Keogh,4-2-3-1,Anthony Taylor,Match Report,Leg 2 of 2; Derby County won,13.0,4.0,18.8,2.0,1.0,1.0,2018,Derby County
2019-05-27,15:00,Championship,Final,Mon,Away,L,1,2,Aston Villa,0.6,1.2,57.0,85826.0,Richard Keogh,4-3-1-2,Paul Tierney,Match Report,,10.0,2.0,17.1,0.0,0.0,0.0,2018,Derby County
2018-08-04,15:00,Championship,Matchweek 1,Sat,Away,D,2,2,Millwall,1.8,2.2,56.0,15056.0,Grant Leadbitter,4-3-3,Kevin Friend,Match Report,,12.0,3.0,18.0,0.0,0.0,0.0,2018,Middlesbrough
2018-08-07,19:45,Championship,Matchweek 4,Tue,Home,W,3,0,Sheffield Utd,0.9,1.1,42.0,22960.0,George Friend,4-3-3,Robert Jones,Match Report,,13.0,5.0,16.7,0.0,0.0,0.0,2018,Middlesbrough
2018-08-11,15:00,Championship,Matchweek 2,Sat,Home,W,1,0,Birmingham City,1.5,0.5,52.0,23748.0,George Friend,3-1-4-2,Andy Madley,Match Report,,10.0,1.0,16.3,1.0,0.0,0.0,2018,Middlesbrough
2018-08-18,15:00,Championship,Matchweek 3,Sat,Away,W,2,0,Bristol City,1.9,0.8,34.0,19455.0,George Friend,4-3-3,Oliver Langford,Match Report,,13.0,3.0,18.8,0.0,0.0,0.0,2018,Middlesbrough
2018-08-24,19:45,Championship,Matchweek 5,Fri,Home,W,1,0,West Brom,1.9,0.6,39.0,22906.0,George Friend,3-5-2,John Brooks,Match Report,,18.0,4.0,15.6,0.0,0.0,0.0,2018,Middlesbrough
2018-08-31,19:45,Championship,Matchweek 6,Fri,Away,D,0,0,Leeds United,0.5,0.4,39.0,35417.0,George Friend,3-4-3,Tim Robinson,Match Report,,9.0,3.0,15.0,0.0,0.0,0.0,2018,Middlesbrough
2018-09-15,15:00,Championship,Matchweek 7,Sat,Away,L,0,1,Norwich City,0.6,0.7,38.0,24642.0,George Friend,3-4-3,James Linington,Match Report,,8.0,2.0,13.8,1.0,0.0,0.0,2018,Middlesbrough
2018-09-19,19:45,Championship,Matchweek 8,Wed,Home,W,2,0,Bolton,1.2,0.4,60.0,21345.0,George Friend,4-3-3,David Coote,Match Report,,19.0,4.0,20.4,2.0,0.0,0.0,2018,Middlesbrough
2018-09-22,15:00,Championship,Matchweek 9,Sat,Home,D,0,0,Swansea City,0.7,0.3,43.0,22881.0,George Friend,4-3-3,Simon Hooper,Match Report,,16.0,5.0,20.2,1.0,0.0,0.0,2018,Middlesbrough
2018-09-29,15:00,Championship,Matchweek 10,Sat,Away,D,1,1,Hull City,1.1,1.5,49.0,13185.0,George Friend,5-3-2,Darren England,Match Report,,12.0,4.0,12.3,0.0,0.0,0.0,2018,Middlesbrough
2018-10-02,19:45,Championship,Matchweek 11,Tue,Away,W,2,0,Ipswich Town,1.0,0.4,43.0,13612.0,George Friend,4-3-3,Andy Madley,Match Report,,14.0,3.0,18.8,0.0,0.0,0.0,2018,Middlesbrough
2018-10-06,15:00,Championship,Matchweek 12,Sat,Home,L,0,2,Nott'ham Forest,1.4,1.2,54.0,24299.0,George Friend,4-3-3,John Brooks,Match Report,,17.0,4.0,17.8,2.0,0.0,0.0,2018,Middlesbrough
2018-10-19,19:45,Championship,Matchweek 13,Fri,Away,W,2,1,Sheffield Weds,1.1,1.2,48.0,23284.0,George Friend,3-5-1-1,Peter Bankes,Match Report,,15.0,5.0,18.7,0.0,0.0,0.0,2018,Middlesbrough
2018-10-23,19:45,Championship,Matchweek 14,Tue,Home,D,0,0,Rotherham Utd,1.8,1.1,65.0,21235.0,George Friend,3-5-1-1,Darren Bond,Match Report,,20.0,5.0,15.2,1.0,0.0,0.0,2018,Middlesbrough
2018-10-27,12:30,Championship,Matchweek 15,Sat,Home,D,1,1,Derby County,1.2,1.3,42.0,22907.0,George Friend,3-4-3,Simon Hooper,Match Report,,10.0,0.0,12.0,0.0,0.0,0.0,2018,Middlesbrough
2018-11-03,17:30,Championship,Matchweek 16,Sat,Away,D,0,0,Stoke City,0.8,0.6,38.0,24553.0,George Friend,4-3-3,Robert Jones,Match Report,,11.0,4.0,21.8,0.0,0.0,0.0,2018,Middlesbrough
2018-11-10,15:00,Championship,Matchweek 17,Sat,Home,W,2,0,Wigan Athletic,2.3,1.2,42.0,22207.0,George Friend,4-3-3,Darren England,Match Report,,18.0,3.0,16.2,0.0,1.0,1.0,2018,Middlesbrough
2018-11-24,17:30,Championship,Matchweek 18,Sat,Away,W,2,1,Brentford,1.7,0.9,33.0,9430.0,George Friend,4-3-3,John Brooks,Match Report,,11.0,4.0,12.8,0.0,0.0,0.0,2018,Middlesbrough
2018-11-27,19:45,Championship,Matchweek 19,Tue,Away,D,1,1,Preston,0.9,1.0,38.0,10990.0,George Friend,5-3-2,Peter Bankes,Match Report,,11.0,2.0,14.3,1.0,0.0,0.0,2018,Middlesbrough
2018-12-01,17:30,Championship,Matchweek 20,Sat,Home,L,0,3,Aston Villa,0.5,2.8,43.0,23424.0,George Friend,4-2-3-1,Andrew Davies,Match Report,,10.0,3.0,19.0,0.0,0.0,0.0,2018,Middlesbrough
2018-12-08,15:00,Championship,Matchweek 21,Sat,Home,D,1,1,Blackburn,1.1,1.3,35.0,21985.0,George Friend,4-3-3,Simon Hooper,Match Report,,12.0,4.0,17.7,0.0,0.0,0.0,2018,Middlesbrough
2018-12-15,15:00,Championship,Matchweek 22,Sat,Away,L,1,2,QPR,0.4,1.4,52.0,14088.0,George Friend,4-3-3,Oliver Langford,Match Report,,8.0,1.0,21.1,1.0,0.0,0.0,2018,Middlesbrough
2018-12-22,15:00,Championship,Matchweek 23,Sat,Away,W,1,0,Reading,2.4,0.9,43.0,14943.0,George Friend,5-4-1,Steve Martin,Match Report,,18.0,6.0,14.5,0.0,0.0,0.0,2018,Middlesbrough
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,L,0,1,Sheffield Weds,0.6,0.3,56.0,30341.0,George Friend,3-5-1-1,Peter Bankes,Match Report,,12.0,3.0,19.3,1.0,0.0,0.0,2018,Middlesbrough
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,W,2,0,Ipswich Town,2.1,0.7,43.0,23334.0,George Friend,3-5-1-1,Jeremy Simpson,Match Report,,18.0,8.0,17.3,0.0,1.0,1.0,2018,Middlesbrough
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,D,1,1,Derby County,1.1,0.5,38.0,28123.0,George Friend,4-2-3-1,Robert Jones,Match Report,,11.0,2.0,14.0,1.0,0.0,0.0,2018,Middlesbrough
2019-01-12,15:00,Championship,Matchweek 27,Sat,Away,W,2,1,Birmingham City,1.6,1.0,43.0,21420.0,George Friend,4-2-3-1,Graham Scott,Match Report,,8.0,3.0,13.0,0.0,0.0,0.0,2018,Middlesbrough
2019-01-19,15:00,Championship,Matchweek 28,Sat,Home,D,1,1,Millwall,1.8,1.6,59.0,21915.0,George Friend,4-2-3-1,Keith Stroud,Match Report,,15.0,1.0,19.7,0.0,1.0,1.0,2018,Middlesbrough
2019-02-02,15:00,Championship,Matchweek 30,Sat,Away,W,3,2,West Brom,0.7,1.6,35.0,24863.0,George Friend,5-4-1,Tim Robinson,Match Report,,14.0,5.0,19.7,0.0,0.0,0.0,2018,Middlesbrough
2019-02-09,13:00,Championship,Matchweek 31,Sat,Home,D,1,1,Leeds United,1.7,2.1,31.0,30881.0,George Friend,3-4-3,Darren England,Match Report,,9.0,3.0,15.0,0.0,0.0,0.0,2018,Middlesbrough
2019-02-13,19:45,Championship,Matchweek 32,Wed,Away,L,0,1,Sheffield Utd,0.4,1.9,44.0,24805.0,George Friend,3-4-3,Andy Woolmer,Match Report,,10.0,4.0,21.2,0.0,0.0,0.0,2018,Middlesbrough
2019-02-17,13:00,Championship,Matchweek 33,Sun,Away,W,1,0,Blackburn,2.6,0.8,51.0,13249.0,George Friend,3-4-3,Darren Bond,Match Report,,26.0,7.0,19.2,1.0,0.0,0.0,2018,Middlesbrough
2019-02-23,15:00,Championship,Matchweek 34,Sat,Home,W,2,0,QPR,1.4,0.9,46.0,22338.0,Daniel Ayala,3-5-2,Andy Madley,Match Report,,10.0,4.0,21.0,0.0,0.0,0.0,2018,Middlesbrough
2019-03-02,15:00,Championship,Matchweek 35,Sat,Away,D,0,0,Wigan Athletic,1.7,0.6,50.0,12726.0,Daniel Ayala,3-4-1-2,Steve Martin,Match Report,,15.0,1.0,18.6,0.0,0.0,0.0,2018,Middlesbrough
2019-03-09,15:00,Championship,Matchweek 36,Sat,Home,L,1,2,Brentford,1.3,1.5,38.0,22069.0,Daniel Ayala,3-4-3,Jeremy Simpson,Match Report,,19.0,6.0,18.1,0.0,0.0,0.0,2018,Middlesbrough
2019-03-13,19:45,Championship,Matchweek 37,Wed,Home,L,1,2,Preston,2.0,1.5,41.0,21088.0,George Friend,3-4-3,Keith Stroud,Match Report,,22.0,4.0,15.9,0.0,0.0,0.0,2018,Middlesbrough
2019-03-16,15:00,Championship,Matchweek 38,Sat,Away,L,0,3,Aston Villa,0.4,1.9,40.0,36263.0,George Friend,3-4-3,Darren Bond,Match Report,,4.0,1.0,13.4,0.0,0.0,0.0,2018,Middlesbrough
2019-03-30,17:30,Championship,Matchweek 39,Sat,Home,L,0,1,Norwich City,1.3,1.0,41.0,23795.0,George Friend,3-4-3,David Coote,Match Report,,17.0,5.0,18.4,0.0,0.0,0.0,2018,Middlesbrough
2019-04-02,19:45,Championship,Matchweek 29,Tue,Home,L,0,1,Bristol City,2.9,2.2,55.0,21016.0,George Friend,3-5-1-1,Gavin Ward,Match Report,,23.0,5.0,15.3,0.0,0.0,0.0,2018,Middlesbrough
2019-04-06,15:00,Championship,Matchweek 40,Sat,Away,L,1,3,Swansea City,0.7,3.9,40.0,18171.0,Stewart Downing,5-4-1,Andy Woolmer,Match Report,,13.0,1.0,17.8,0.0,0.0,0.0,2018,Middlesbrough
2019-04-09,20:00,Championship,Matchweek 41,Tue,Away,W,2,0,Bolton,2.0,0.7,45.0,12259.0,John Obi Mikel,3-4-3,Steve Martin,Match Report,,18.0,5.0,18.5,0.0,0.0,0.0,2018,Middlesbrough
2019-04-13,15:00,Championship,Matchweek 42,Sat,Home,W,1,0,Hull City,2.3,1.3,40.0,22427.0,John Obi Mikel,3-5-2,Robert Jones,Match Report,,15.0,4.0,15.3,1.0,0.0,0.0,2018,Middlesbrough
2019-04-19,15:00,Championship,Matchweek 43,Fri,Home,W,1,0,Stoke City,0.9,1.5,37.0,22890.0,John Obi Mikel,3-5-1-1,Darren Bond,Match Report,,7.0,2.0,19.1,0.0,0.0,0.0,2018,Middlesbrough
2019-04-22,15:00,Championship,Matchweek 44,Mon,Away,L,0,3,Nott'ham Forest,0.2,3.1,46.0,27653.0,John Obi Mikel,3-5-1-1,Peter Bankes,Match Report,,3.0,1.0,19.3,0.0,0.0,0.0,2018,Middlesbrough
2019-04-27,15:00,Championship,Matchweek 45,Sat,Home,W,2,1,Reading,2.5,0.8,39.0,22003.0,John Obi Mikel,3-5-1-1,John Brooks,Match Report,,17.0,5.0,14.8,0.0,1.0,1.0,2018,Middlesbrough
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,W,2,1,Rotherham Utd,2.1,1.7,43.0,11051.0,John Obi Mikel,3-5-1-1,Andy Madley,Match Report,,11.0,3.0,18.0,0.0,1.0,1.0,2018,Middlesbrough
2018-08-04,15:00,Championship,Matchweek 1,Sat,Home,D,1,1,Nott'ham Forest,0.4,0.7,49.0,22395.0,Marlon Pack,4-4-2,Darren Bond,Match Report,,8.0,5.0,19.1,0.0,0.0,0.0,2018,Bristol City
2018-08-11,15:00,Championship,Matchweek 2,Sat,Away,D,2,2,Bolton,1.2,0.6,68.0,14112.0,Marlon Pack,4-4-2,John Brooks,Match Report,,16.0,5.0,18.4,1.0,0.0,0.0,2018,Bristol City
2018-08-18,15:00,Championship,Matchweek 3,Sat,Home,L,0,2,Middlesbrough,0.8,1.9,66.0,19455.0,Marlon Pack,4-3-1-2,Oliver Langford,Match Report,,18.0,4.0,19.6,2.0,0.0,0.0,2018,Bristol City
2018-08-21,19:45,Championship,Matchweek 4,Tue,Away,W,3,0,QPR,1.5,1.5,46.0,11739.0,Marlon Pack,4-4-2,Peter Bankes,Match Report,,11.0,5.0,16.9,0.0,0.0,0.0,2018,Bristol City
2018-08-25,15:00,Championship,Matchweek 5,Sat,Away,W,1,0,Swansea City,1.7,0.6,43.0,20522.0,Marlon Pack,4-4-2,Gavin Ward,Match Report,,9.0,6.0,13.3,0.0,0.0,0.0,2018,Bristol City
2018-09-02,13:30,Championship,Matchweek 6,Sun,Home,W,4,1,Blackburn,1.9,1.3,49.0,19769.0,Marlon Pack,4-4-2,David Webb,Match Report,,19.0,11.0,19.2,1.0,0.0,0.0,2018,Bristol City
2018-09-15,15:00,Championship,Matchweek 7,Sat,Home,W,1,0,Sheffield Utd,0.7,0.5,43.0,20540.0,Marlon Pack,5-3-2,John Brooks,Match Report,,11.0,3.0,16.4,0.0,0.0,0.0,2018,Bristol City
2018-09-18,20:00,Championship,Matchweek 8,Tue,Away,L,2,4,West Brom,1.9,2.5,52.0,22051.0,Marlon Pack,4-4-2,Jeremy Simpson,Match Report,,24.0,8.0,19.7,1.0,0.0,0.0,2018,Bristol City
2018-09-21,19:45,Championship,Matchweek 9,Fri,Away,L,0,1,Wigan Athletic,0.8,0.6,58.0,10192.0,Marlon Pack,4-4-2,Oliver Langford,Match Report,,9.0,3.0,15.4,0.0,0.0,0.0,2018,Bristol City
2018-09-28,20:00,Championship,Matchweek 10,Fri,Home,D,1,1,Aston Villa,0.3,0.5,47.0,24224.0,Marlon Pack,4-4-2,Tim Robinson,Match Report,,7.0,3.0,17.6,0.0,0.0,0.0,2018,Bristol City
2018-10-03,19:45,Championship,Matchweek 11,Wed,Away,D,0,0,Rotherham Utd,1.5,1.4,45.0,8187.0,Marlon Pack,4-4-2,Gavin Ward,Match Report,,13.0,3.0,14.3,0.0,0.0,0.0,2018,Bristol City
2018-10-07,13:30,Championship,Matchweek 12,Sun,Home,L,1,2,Sheffield Weds,2.2,1.5,57.0,20102.0,Marlon Pack,5-3-2,Andrew Davies,Match Report,,11.0,4.0,17.7,0.0,1.0,1.0,2018,Bristol City
2018-10-20,15:00,Championship,Matchweek 13,Sat,Away,W,1,0,Brentford,1.7,1.4,49.0,11182.0,Marlon Pack,4-4-2,Robert Jones,Match Report,,12.0,5.0,15.8,1.0,0.0,0.0,2018,Bristol City
2018-10-24,19:45,Championship,Matchweek 14,Wed,Home,W,1,0,Hull City,1.0,1.1,58.0,19149.0,Marlon Pack,4-4-2,Peter Bankes,Match Report,,17.0,7.0,19.4,0.0,0.0,0.0,2018,Bristol City
2018-10-27,15:00,Championship,Matchweek 15,Sat,Home,L,0,1,Stoke City,2.0,0.5,51.0,22456.0,Marlon Pack,4-4-2,Andy Madley,Match Report,,22.0,7.0,15.2,0.0,0.0,0.0,2018,Bristol City
2018-11-03,15:00,Championship,Matchweek 16,Sat,Away,L,2,3,Reading,3.2,0.4,60.0,14455.0,Marlon Pack,4-4-2,James Linington,Match Report,,20.0,7.0,15.3,2.0,0.0,0.0,2018,Bristol City
2018-11-10,15:00,Championship,Matchweek 17,Sat,Home,L,0,1,Preston,0.2,1.2,55.0,19797.0,Marlon Pack,5-3-2,Geoff Eltringham,Match Report,,5.0,1.0,23.2,1.0,0.0,0.0,2018,Bristol City
2018-11-24,15:00,Championship,Matchweek 18,Sat,Away,L,0,2,Leeds United,0.3,1.6,38.0,34333.0,Marlon Pack,4-4-2,Scott Duncan,Match Report,,7.0,1.0,18.5,0.0,0.0,0.0,2018,Bristol City
2018-11-28,19:45,Championship,Matchweek 19,Wed,Away,W,3,2,Ipswich Town,1.7,0.6,46.0,13726.0,Marlon Pack,4-4-2,David Webb,Match Report,,10.0,4.0,18.8,0.0,0.0,0.0,2018,Bristol City
2018-12-02,13:30,Championship,Matchweek 20,Sun,Home,D,1,1,Millwall,0.9,0.2,61.0,18814.0,Marlon Pack,4-2-3-1,Darren England,Match Report,,14.0,1.0,22.7,1.0,0.0,0.0,2018,Bristol City
2018-12-08,15:00,Championship,Matchweek 21,Sat,Away,W,1,0,Birmingham City,0.3,0.6,57.0,20961.0,Marlon Pack,4-2-3-1,John Brooks,Match Report,,6.0,1.0,16.3,0.0,0.0,0.0,2018,Bristol City
2018-12-15,17:30,Championship,Matchweek 22,Sat,Home,D,2,2,Norwich City,0.7,1.0,38.0,19851.0,Marlon Pack,4-1-4-1,Roger East,Match Report,,13.0,6.0,22.0,0.0,0.0,0.0,2018,Bristol City
2018-12-22,15:00,Championship,Matchweek 23,Sat,Away,D,1,1,Derby County,1.6,2.4,35.0,26719.0,Marlon Pack,4-1-4-1,Darren Bond,Match Report,,15.0,3.0,21.4,0.0,0.0,0.0,2018,Bristol City
2018-12-26,15:00,Championship,Matchweek 24,Wed,Home,D,1,1,Brentford,0.5,0.9,51.0,21207.0,Marlon Pack,4-1-4-1,David Webb,Match Report,,8.0,2.0,17.3,0.0,0.0,0.0,2018,Bristol City
2018-12-29,15:00,Championship,Matchweek 25,Sat,Home,W,1,0,Rotherham Utd,1.8,1.0,61.0,21207.0,Marlon Pack,4-1-4-1,Scott Duncan,Match Report,,22.0,8.0,18.3,1.0,0.0,0.0,2018,Bristol City
2019-01-01,15:00,Championship,Matchweek 26,Tue,Away,W,2,0,Stoke City,0.8,2.0,35.0,23912.0,Marlon Pack,4-1-4-1,Paul Tierney,Match Report,,6.0,2.0,20.3,0.0,0.0,0.0,2018,Bristol City
2019-01-12,15:00,Championship,Matchweek 27,Sat,Home,W,2,1,Bolton,2.1,1.0,69.0,19730.0,Marlon Pack,4-1-4-1,Steve Martin,Match Report,,20.0,5.0,21.4,3.0,0.0,0.0,2018,Bristol City
2019-01-19,15:00,Championship,Matchweek 28,Sat,Away,W,1,0,Nott'ham Forest,1.4,0.9,49.0,28922.0,Marlon Pack,4-1-4-1,Jeremy Simpson,Match Report,,13.0,7.0,19.4,1.0,0.0,0.0,2018,Bristol City
2019-02-02,15:00,Championship,Matchweek 30,Sat,Home,W,2,0,Swansea City,2.0,0.4,43.0,23560.0,Bailey Wright,4-1-4-1,Andy Woolmer,Match Report,,13.0,4.0,15.7,0.0,0.0,0.0,2018,Bristol City
2019-02-09,15:00,Championship,Matchweek 31,Sat,Away,W,1,0,Blackburn,1.6,0.9,49.0,13593.0,Bailey Wright,4-2-3-1,James Linington,Match Report,,13.0,6.0,20.3,1.0,0.0,0.0,2018,Bristol City
2019-02-12,19:45,Championship,Matchweek 32,Tue,Home,W,2,1,QPR,2.4,1.2,63.0,19183.0,Marlon Pack,4-1-4-1,Tony Harrington,Match Report,,14.0,6.0,19.8,0.0,1.0,1.0,2018,Bristol City
2019-02-23,15:00,Championship,Matchweek 34,Sat,Away,L,2,3,Norwich City,1.4,2.6,42.0,26338.0,Bailey Wright,4-1-4-1,Gavin Ward,Match Report,,12.0,6.0,18.5,0.0,0.0,0.0,2018,Bristol City
2019-02-26,19:45,Championship,Matchweek 33,Tue,Home,L,1,2,Birmingham City,1.7,0.8,64.0,19777.0,Marlon Pack,4-1-4-1,Geoff Eltringham,Match Report,,9.0,2.0,16.7,0.0,0.0,0.0,2018,Bristol City
2019-03-02,15:00,Championship,Matchweek 35,Sat,Away,D,1,1,Preston,1.9,1.4,50.0,12863.0,Marlon Pack,4-1-4-1,Jeremy Simpson,Match Report,,16.0,3.0,18.2,0.0,0.0,0.0,2018,Bristol City
2019-03-09,15:00,Championship,Matchweek 36,Sat,Home,L,0,1,Leeds United,0.2,1.3,48.0,24832.0,Bailey Wright,4-2-3-1,Peter Bankes,Match Report,,4.0,1.0,15.3,0.0,0.0,0.0,2018,Bristol City
2019-03-12,19:45,Championship,Matchweek 37,Tue,Home,D,1,1,Ipswich Town,1.9,0.3,50.0,18411.0,Marlon Pack,4-1-4-1,Darren Bond,Match Report,,12.0,1.0,13.0,0.0,0.0,0.0,2018,Bristol City
2019-03-30,15:00,Championship,Matchweek 39,Sat,Away,W,3,2,Sheffield Utd,1.8,2.1,49.0,30030.0,Bailey Wright,3-4-3,James Linington,Match Report,,14.0,9.0,21.5,2.0,0.0,0.0,2018,Bristol City
2019-04-02,19:45,Championship,Matchweek 29,Tue,Away,W,1,0,Middlesbrough,2.2,2.9,45.0,21016.0,Bailey Wright,3-5-2,Gavin Ward,Match Report,,14.0,4.0,19.9,1.0,0.0,0.0,2018,Bristol City
2019-04-06,15:00,Championship,Matchweek 40,Sat,Home,D,2,2,Wigan Athletic,2.1,2.5,58.0,20931.0,Bailey Wright,3-5-2,Keith Stroud,Match Report,,15.0,6.0,18.1,0.0,0.0,0.0,2018,Bristol City
2019-04-09,19:45,Championship,Matchweek 41,Tue,Home,W,3,2,West Brom,2.7,2.5,39.0,20581.0,Marlon Pack,4-1-4-1,Simon Hooper,Match Report,,14.0,6.0,17.2,0.0,0.0,0.0,2018,Bristol City
2019-04-13,15:00,Championship,Matchweek 42,Sat,Away,L,1,2,Aston Villa,0.8,3.7,50.0,41418.0,Marlon Pack,4-4-2,Scott Duncan,Match Report,,11.0,1.0,16.2,0.0,0.0,0.0,2018,Bristol City
2019-04-19,12:00,Championship,Matchweek 43,Fri,Home,D,1,1,Reading,1.9,0.5,66.0,23309.0,Bailey Wright,3-5-2,Oliver Langford,Match Report,,17.0,5.0,14.5,0.0,0.0,0.0,2018,Bristol City
2019-04-22,15:00,Championship,Matchweek 44,Mon,Away,L,0,2,Sheffield Weds,1.4,1.0,49.0,23998.0,Bailey Wright,3-4-3,Robert Jones,Match Report,,13.0,4.0,17.5,0.0,0.0,0.0,2018,Bristol City
2019-04-27,15:00,Championship,Matchweek 45,Sat,Home,L,0,2,Derby County,1.9,1.6,58.0,25556.0,Marlon Pack,4-2-3-1,Darren Bond,Match Report,,23.0,10.0,20.1,0.0,0.0,0.0,2018,Bristol City
2019-04-30,19:45,Championship,Matchweek 38,Tue,Away,W,2,1,Millwall,1.3,1.8,56.0,12261.0,Marlon Pack,4-2-3-1,Andy Madley,Match Report,,14.0,4.0,19.6,2.0,0.0,0.0,2018,Bristol City
2019-05-05,12:30,Championship,Matchweek 46,Sun,Away,D,1,1,Hull City,2.1,1.3,53.0,12165.0,Bailey Wright,4-2-3-1,John Brooks,Match Report,,15.0,1.0,14.6,0.0,0.0,0.0,2018,Bristol City
